ID_PER,ap_reun_aut,ap_firma_pet,ap_resol_prob,ap_rec_part_pol,ap_protest,ap_toma_carr,ap_pinta,ap_busca_apoyo_osc,ap_acudir_medios,ap_presion_rs,ap_huelga
0600673.04.02,2,2,2,2,2,2,2,2,2,2,2
0600673.05.01,2,2,2,2,2,2,2,2,2,2,2
0600686.01.02,2,1,2,1,2,2,2,2,2,2,2
0600686.02.02,2,2,2,2,2,2,2,2,2,2,2
0600686.03.01,2,2,1,2,2,2,2,1,2,2,2
0600711.02.01,1,2,1,2,1,2,1,1,2,2,1
0600758.05.03,2,2,2,2,2,2,2,2,2,2,2
0600772.01.01,1,2,1,2,2,2,2,2,2,2,2
0600772.02.02,1,1,1,2,1,2,2,1,2,2,2
0600792.04.01,2,1,2,2,2,2,2,2,2,2,2
0600792.05.02,2,2,2,2,2,2,2,2,2,2,2
0600805.05.01,2,2,2,2,2,2,2,2,2,2,2
0600809.01.01,2,2,2,2,2,2,2,1,2,2,2
0600864.03.01,2,2,2,2,2,2,2,2,2,2,2
0600924.04.01,1,2,2,2,2,2,2,2,2,2,2
0600937.03.03,2,1,1,2,2,2,2,2,2,2,2
0600939.02.01,2,2,2,2,2,2,2,2,2,2,2
0600950.01.01,2,1,2,2,2,2,2,2,2,2,2
0600950.04.02,1,1,2,2,1,2,1,1,1,1,2
0600956.02.01,2,2,2,2,2,2,2,2,2,2,2
0600961.05.03,2,2,2,2,2,2,2,1,2,1,2
0600989.05.01,2,2,2,2,2,2,1,2,2,2,2
0601042.02.04,2,1,2,2,2,2,2,2,2,2,2
0601044.01.01,1,1,1,1,1,2,2,2,1,2,2
0601044.02.02,2,2,2,2,2,2,2,2,2,1,2
0601062.01.01,1,1,1,2,2,2,2,2,2,1,2
0601062.02.01,2,2,2,2,2,2,2,2,2,2,2
0601068.01.03,2,1,1,1,2,2,2,1,2,2,2
0601068.02.02,1,1,1,1,2,2,2,2,2,2,2
0601122.02.01,2,2,2,2,2,2,2,2,2,2,2
0601188.01.02,2,1,1,2,2,2,2,1,2,2,1
0601188.03.02,2,1,1,1,2,2,2,1,2,2,2
0601188.04.02,2,2,2,2,2,2,2,2,2,2,2
0601195.01.01,2,1,1,2,2,2,2,2,2,2,2
0601235.02.01,2,2,2,2,2,2,2,2,2,2,2
0601274.02.02,2,1,1,1,2,2,2,2,1,2,2
0601274.13.01,2,2,2,2,2,2,2,2,2,2,2
0601274.15.05,1,1,1,1,2,2,2,2,2,1,2
0601274.17.02,2,2,2,2,2,2,2,2,2,2,2
0601274.19.02,2,2,2,2,2,2,2,2,2,2,2
0601274.20.01,2,2,2,1,2,2,2,1,2,2,2
0601339.11.01,2,2,2,2,2,2,2,2,2,2,2
0601339.12.01,2,2,1,2,2,2,1,1,2,1,2
0601339.20.03,2,2,2,2,2,2,2,2,2,2,2
0601383.01.02,2,2,2,2,2,2,2,2,2,2,2
0601383.06.01,1,2,2,2,2,2,2,2,2,2,2
0601383.17.01,1,2,1,1,2,2,2,2,2,2,2
0601388.03.01,2,2,2,2,2,2,2,2,2,2,2
0601388.19.01,2,2,2,2,2,2,2,2,2,2,2
0601388.20.02,2,2,2,2,2,2,2,2,2,2,2
0601399.04.01,2,2,2,2,2,2,2,2,2,2,2
0601399.06.02,2,2,2,2,2,2,2,2,2,2,2
0601399.08.01,1,1,1,2,2,2,2,2,1,1,2
0601399.12.01,1,2,2,2,2,2,2,2,2,2,2
0601399.15.01,2,2,2,2,2,2,2,2,2,2,2
0601447.05.01,2,2,2,2,2,2,2,2,2,2,2
0601447.10.01,1,2,2,2,2,2,2,2,2,2,2
0601447.11.02,1,1,1,2,2,2,2,2,2,2,2
0601447.12.02,2,2,2,2,2,2,2,2,2,2,2
0601447.13.01,2,2,2,2,2,2,2,2,2,2,2
0601447.17.02,1,2,2,1,2,2,2,2,2,2,2
0601475.08.03,2,1,2,2,2,2,2,2,2,2,2
0601475.11.01,1,2,2,1,2,2,2,2,2,2,2
0601520.02.02,2,2,2,2,2,2,2,2,2,2,2
0601520.17.01,2,2,2,2,2,2,2,2,2,2,2
0601520.19.02,1,2,2,2,1,2,2,2,2,2,2
0601520.20.01,2,2,2,2,2,2,2,2,2,2,2
0601525.03.04,2,2,2,2,2,2,2,2,2,2,2
0601525.05.01,2,2,2,2,2,2,2,2,2,2,2
0660021.02.01,2,2,2,2,2,2,2,2,2,2,2
0660021.12.01,2,1,2,2,2,2,2,2,2,2,2
0660021.13.01,2,2,2,1,2,2,2,2,2,2,2
0660021.17.02,2,2,2,2,2,2,2,2,2,2,2
0660021.18.02,2,2,2,2,2,2,2,2,2,2,2
0660031.11.01,1,1,1,1,1,1,2,1,1,1,1
0660079.04.01,2,2,2,2,2,2,1,2,2,2,2
0660079.13.02,2,2,2,2,2,2,2,2,2,2,2
0660096.08.01,1,1,1,1,1,2,2,2,2,2,1
0700121.02.01,1,1,1,1,1,2,2,1,2,1,1
0700121.03.01,2,2,1,2,1,2,2,2,1,1,2
0700121.04.02,2,2,2,2,2,2,2,2,2,2,2
0700295.03.02,2,2,2,2,2,2,2,2,2,2,2
0700546.01.02,1,1,2,1,1,1,2,2,2,2,2
0700546.02.01,2,1,2,1,2,2,2,2,2,2,2
0700665.01.01,2,2,2,2,2,2,2,2,2,2,2
0700665.03.01,2,2,2,2,2,2,2,2,2,2,2
0700710.01.03,2,1,2,1,1,2,2,2,2,2,1
0700851.05.01,2,2,2,2,2,2,2,2,2,2,2
0701060.01.01,1,1,1,2,1,2,2,2,2,1,2
0701060.05.01,2,2,2,2,2,2,2,2,2,2,2
0701407.04.01,2,2,1,1,2,2,2,2,2,2,2
0701414.01.01,2,2,2,2,2,2,2,2,2,2,2
0701414.04.01,2,2,2,2,2,2,2,2,2,2,2
0701588.05.01,2,2,2,2,2,2,2,2,2,2,2
0701640.03.01,2,2,2,2,2,2,2,2,2,2,2
0701640.04.02,2,2,2,2,2,2,2,2,2,2,2
0701674.01.01,2,2,2,2,2,2,2,2,2,2,2
0701674.04.01,2,1,1,2,2,2,2,2,2,2,2
0701695.03.01,2,2,2,2,2,2,2,2,2,2,2
0701695.05.06,2,2,2,1,2,2,2,1,2,2,2
0701753.01.01,2,2,2,2,2,2,2,2,2,2,2
0701776.01.01,2,2,2,2,2,2,2,2,2,2,2
0701873.01.02,2,2,2,2,2,2,2,2,2,2,2
0701873.04.03,2,1,2,2,2,2,1,1,2,1,2
0701925.04.02,2,2,1,1,1,1,2,1,2,2,1
0701978.02.01,1,1,2,2,2,2,2,2,2,2,2
0702127.02.02,2,1,2,2,1,2,2,2,2,2,2
0702127.04.01,1,1,1,2,2,2,2,1,2,2,2
0702127.05.01,1,1,1,2,2,2,2,1,2,2,2
0702241.03.01,2,1,1,2,2,2,2,2,2,2,2
0702265.03.02,2,2,2,2,2,2,2,2,2,2,2
0702276.01.01,2,2,2,2,2,2,2,2,2,2,1
0702276.04.01,2,2,2,2,2,2,2,2,2,2,2
0702308.03.01,2,2,2,2,2,2,2,2,2,2,2
0702391.05.02,2,2,2,2,2,2,2,2,2,2,2
0702391.14.03,1,1,1,1,2,2,2,2,2,2,2
0702588.02.02,2,1,2,2,1,2,1,2,2,1,1
0702588.03.02,2,1,2,2,2,2,2,2,2,2,2
0702588.06.01,2,2,2,2,2,2,2,2,2,2,2
0702588.10.05,2,2,2,2,2,2,2,2,2,2,2
0702588.13.01,2,2,2,2,2,2,2,2,2,2,2
0702588.19.04,2,1,1,2,1,2,2,2,2,1,1
0702588.20.02,2,2,2,2,2,2,2,2,2,2,2
0702752.03.02,2,2,2,2,2,2,2,2,2,2,2
0702850.13.02,2,2,2,2,2,2,2,2,2,2,2
0702850.15.01,2,2,2,2,2,2,2,2,2,2,2
0702850.16.01,2,2,2,2,2,2,2,2,2,2,2
0702868.18.03,2,2,2,2,2,2,2,2,2,2,2
0703122.08.01,1,1,1,2,2,2,2,2,1,2,2
0703122.12.01,1,1,1,2,2,2,2,2,2,2,2
0703619.01.03,2,2,2,2,2,2,1,2,2,2,2
0703619.03.01,1,1,1,1,2,2,2,2,2,2,2
0703619.09.01,2,2,2,2,2,2,2,2,2,2,2
0703784.01.01,2,2,1,2,2,2,2,2,2,2,2
0703784.06.01,2,2,1,2,2,2,2,2,2,2,2
0703784.07.01,2,2,2,2,2,2,2,2,2,2,2
0703828.03.02,2,2,2,2,2,2,2,2,2,2,2
0703828.13.01,1,2,2,1,1,2,2,2,2,2,1
0703828.14.01,1,1,1,2,2,2,1,2,2,2,2
0703828.20.01,1,1,1,2,2,2,2,2,2,2,2
0704029.04.01,2,2,2,2,2,2,2,2,2,2,2
0704029.16.03,1,2,1,1,2,2,2,2,2,2,2
0704029.17.01,2,2,2,2,2,2,2,2,2,2,2
0704533.09.02,2,1,2,2,2,2,2,2,2,2,2
0760056.16.01,1,1,1,2,2,2,2,2,2,2,2
0760056.20.01,1,1,1,2,2,2,2,2,2,2,2
0760262.13.02,2,2,2,2,2,2,2,2,2,2,2
0760590.06.01,2,2,2,2,2,2,2,2,2,2,2
0760590.09.01,2,2,2,2,2,2,2,2,2,2,2
0760590.11.02,2,2,2,2,2,2,2,2,2,2,2
0760590.12.01,2,2,1,1,2,2,2,2,2,2,2
0761145.16.01,2,2,2,2,2,2,2,2,2,2,2
0761274.07.01,1,1,1,2,2,2,2,1,2,2,2
0761274.17.04,2,2,2,2,2,2,2,1,2,2,2
0761528.01.01,1,1,1,2,2,2,2,1,2,2,2
0761528.03.01,2,2,2,2,2,2,2,2,2,2,2
0761614.11.02,2,2,1,1,2,2,2,2,2,2,2
0761790.04.01,1,1,1,2,2,2,2,1,2,2,2
0761790.05.02,2,2,2,2,2,2,2,2,2,2,2
0761790.07.02,2,2,2,2,2,2,2,2,2,2,2
0761790.12.01,2,2,2,2,2,2,2,2,2,2,2
0762317.02.01,1,1,1,2,2,2,2,2,2,2,2
0762317.16.02,2,2,1,2,2,2,2,2,2,2,2
0762317.17.02,1,1,1,1,2,2,2,2,2,2,2
0762350.01.02,1,2,1,1,2,2,2,2,2,2,2
0762350.08.01,2,2,2,2,2,2,2,2,2,2,2
0762360.08.01,1,1,1,1,1,2,2,1,2,2,2
0762450.05.01,1,2,2,2,2,2,2,2,2,2,2
0800296.03.01,2,2,2,2,2,2,2,2,2,2,2
0800674.05.01,1,1,1,2,2,2,2,2,2,2,2
0800761.02.02,2,2,2,2,2,2,2,2,2,1,2
0801041.05.01,2,2,2,2,2,2,2,2,2,2,2
0801103.04.02,2,1,1,2,2,2,2,2,2,2,2
0801269.04.01,2,1,1,2,2,2,2,2,2,2,2
0801526.03.01,2,1,2,1,2,2,2,2,2,2,2
0801675.03.03,1,1,2,2,2,2,2,2,2,2,2
0801754.05.02,2,2,2,2,2,2,2,2,2,2,2
0801954.04.02,2,2,2,2,1,1,2,2,1,2,1
0802119.03.01,2,2,2,2,2,2,2,2,2,2,2
0802119.05.01,2,2,2,2,2,2,2,2,2,2,2
0802252.01.01,2,1,1,2,2,2,2,2,2,2,2
0802412.04.01,2,1,2,2,2,2,2,2,2,2,2
0802982.03.02,2,2,2,2,2,2,2,2,2,2,2
0803219.03.03,1,2,2,2,2,2,2,2,2,2,2
0803219.05.02,1,1,1,1,1,2,2,2,2,2,2
0803296.01.02,2,1,2,2,1,2,2,1,2,2,2
0803296.03.02,2,1,2,2,2,2,2,1,2,2,2
0803623.04.02,1,1,1,2,2,2,2,1,2,1,2
0804480.03.03,2,1,1,2,1,2,2,1,2,1,2
0804623.01.02,2,2,2,1,2,2,2,2,2,2,2
0804623.02.01,2,2,2,2,2,2,2,2,2,2,2
0804623.04.02,2,2,2,2,2,2,2,2,2,2,2
0804677.02.01,2,2,1,2,2,2,2,2,2,1,2
0804677.05.02,1,1,1,1,2,2,2,1,1,1,2
0805920.04.01,2,2,2,2,2,2,2,2,2,2,2
0806197.01.02,2,2,2,2,1,2,2,2,2,2,2
0806197.04.02,2,2,2,2,2,2,2,2,2,2,2
0806217.02.01,2,1,1,1,1,2,2,1,2,2,2
0806217.04.02,2,2,1,2,2,2,2,2,2,2,2
0806515.01.01,2,1,2,2,2,2,2,2,2,1,2
0806515.05.02,2,2,2,2,2,2,2,2,2,1,2
0806711.01.01,2,1,2,1,2,2,2,2,2,2,2
0806727.02.01,2,1,2,2,2,2,2,2,2,2,2
0806880.02.01,2,2,1,2,2,2,2,2,2,2,2
0806923.03.01,2,2,2,2,2,2,2,1,2,2,2
0806939.02.02,2,2,1,2,2,2,2,1,2,2,2
0806939.03.02,2,2,1,2,2,2,2,2,2,2,2
0807066.05.02,2,1,2,2,2,2,2,2,2,2,2
0807268.02.01,2,1,2,2,2,2,2,2,2,2,2
0807292.02.01,2,2,2,2,2,2,2,2,2,2,2
0807382.05.01,2,2,1,2,2,2,2,2,2,2,2
0807924.02.01,2,2,1,2,2,2,2,2,2,2,2
0807926.01.01,2,2,1,2,2,2,2,2,2,2,2
0808107.03.01,2,2,2,2,2,2,2,2,2,2,2
0808107.08.02,2,2,2,2,2,2,2,2,2,2,2
0808110.04.01,2,2,2,2,2,2,2,2,2,2,2
0808110.07.01,1,1,1,2,2,2,2,2,2,2,2
0808110.09.01,1,2,1,2,2,2,2,1,1,2,2
0808110.16.01,1,1,1,2,2,2,2,2,2,2,2
0808110.17.02,2,2,2,2,2,2,2,2,2,2,2
0808383.03.02,1,2,1,2,1,2,2,1,2,1,2
0860356.02.02,2,1,2,2,2,2,2,2,2,2,2
0860356.08.01,1,1,1,2,1,2,2,2,2,2,2
0860422.05.02,1,2,2,2,2,2,2,1,2,2,2
0860583.08.01,2,2,1,2,1,2,2,2,1,1,1
0860890.08.02,2,2,1,2,2,2,2,2,2,2,2
0860890.13.03,2,2,2,2,2,2,2,2,2,2,2
0860890.19.01,1,1,1,2,2,2,2,2,2,2,2
0900401.02.02,2,2,2,2,2,2,2,2,2,2,2
0900401.03.01,2,2,1,2,1,1,2,2,2,2,2
0900401.05.02,2,2,2,2,2,2,2,2,2,2,2
0900448.03.04,1,1,1,2,2,2,2,2,2,2,2
0900448.04.01,2,2,2,2,2,2,2,2,2,2,2
0900774.03.02,1,1,1,2,2,2,2,2,2,1,2
0900896.02.01,1,1,1,1,1,1,2,1,1,1,2
0900960.04.04,2,1,1,2,1,1,2,2,2,2,1
0901061.02.03,2,1,1,2,2,2,2,2,2,1,2
0901690.04.03,2,2,2,2,2,2,2,2,2,2,2
0901874.05.01,2,1,1,2,2,2,2,2,2,2,2
0901960.02.01,2,1,1,2,2,2,9,2,2,2,2
0901960.04.01,2,1,2,2,2,2,2,2,2,1,2
0903067.03.01,2,1,2,2,1,2,2,2,2,2,2
0903398.05.02,2,2,2,2,1,1,2,2,2,2,2
0903437.01.03,2,1,2,2,2,2,2,2,2,2,2
0903516.04.02,2,1,1,1,2,2,2,2,2,2,2
0903721.04.02,2,2,1,2,2,2,2,2,2,2,2
0903721.05.01,1,2,1,2,1,2,2,2,2,2,2
0903957.01.03,1,2,1,2,2,1,2,2,2,2,2
0903957.05.05,2,1,1,2,2,2,2,2,2,2,2
0903992.02.01,2,2,2,2,2,2,2,2,2,2,2
0904085.03.02,2,2,2,2,2,2,2,2,2,2,2
0904741.02.01,1,2,1,2,2,2,2,2,2,2,2
0904741.05.01,2,1,2,2,2,2,2,2,2,2,2
0904921.05.02,2,2,2,2,2,2,2,2,2,2,2
0905042.04.07,2,2,2,2,2,2,2,2,2,1,2
0905846.03.01,2,2,2,2,2,2,2,2,2,2,2
0905846.04.01,2,2,2,2,2,2,2,2,2,2,2
0906048.02.01,1,1,2,2,2,2,2,2,2,2,2
0906048.04.01,2,1,2,1,1,2,2,2,2,2,2
0906048.05.03,2,2,2,2,2,2,2,2,2,2,2
0906200.05.02,2,2,2,2,2,2,2,1,2,2,2
0906374.01.01,2,1,1,2,2,2,2,2,2,2,2
0906374.05.01,2,2,2,2,2,2,2,2,2,2,2
0906451.01.01,2,1,2,1,1,2,2,2,2,2,2
0906459.02.01,2,2,2,2,2,2,2,2,2,2,2
0906550.01.03,2,2,2,2,2,2,2,2,2,2,2
0906550.03.01,2,1,2,1,2,2,2,2,2,2,2
0906883.01.01,2,2,2,2,2,2,2,2,2,2,2
0906883.02.03,2,2,2,2,2,2,2,2,2,1,2
0906883.04.02,2,2,2,2,2,2,2,2,2,2,2
0906883.05.02,2,2,2,2,2,2,2,2,2,2,2
0907056.01.02,2,2,2,2,2,2,2,2,2,2,2
0907056.05.01,2,2,2,2,2,2,2,2,2,2,2
0907371.02.04,2,2,2,2,2,2,2,2,2,2,2
0907664.03.02,2,1,1,2,2,2,2,2,2,2,2
0907885.01.01,2,2,2,2,2,2,2,2,2,2,2
0907885.04.04,2,1,1,1,2,2,2,1,1,2,2
0908258.01.01,2,2,1,2,2,2,2,2,2,2,2
0908334.03.03,2,1,2,2,2,2,2,2,2,2,2
0908484.05.01,2,1,1,2,2,2,2,2,2,2,2
0908555.02.01,2,2,2,2,2,2,2,2,2,2,2
0908584.01.01,2,2,2,2,2,2,2,2,2,2,2
0908584.04.01,2,2,2,2,2,2,2,2,2,2,2
0908584.05.02,1,1,2,2,2,2,2,2,2,2,2
0908802.03.01,2,2,2,2,2,2,2,2,2,1,2
0908911.03.01,2,2,2,2,2,2,2,2,2,2,2
0909204.03.03,2,1,2,2,2,2,2,2,2,2,2
0909406.03.02,2,2,2,2,2,2,2,2,2,2,2
0909508.05.01,2,2,2,2,2,2,2,2,2,2,1
0909617.05.02,2,2,2,2,2,2,2,2,2,1,2
0909630.01.02,2,2,1,2,2,2,2,2,2,2,2
0909633.04.02,1,1,1,2,2,2,1,2,2,2,2
0910246.05.01,2,2,2,2,2,2,2,2,2,2,2
0910262.02.03,2,1,2,2,2,2,2,2,2,2,2
0910262.04.05,2,2,2,2,2,2,2,2,2,2,2
0910317.02.02,2,2,1,2,1,1,2,1,2,1,2
0910317.03.03,2,2,2,2,2,2,2,2,2,2,2
0910461.01.03,2,2,2,2,2,2,2,2,2,2,2
0910872.01.01,2,2,2,2,2,2,2,2,2,2,2
0910872.03.01,1,2,2,2,2,2,2,2,2,2,2
0910879.01.02,2,1,2,1,2,2,2,2,2,2,2
0911530.01.01,2,2,2,2,2,2,2,2,2,2,2
0911530.04.01,2,2,2,2,2,2,2,2,2,2,2
0911530.05.02,2,2,2,2,2,2,2,2,2,2,2
0911590.05.01,1,1,1,1,1,2,2,1,2,2,1
0911752.02.01,2,1,2,2,2,2,2,1,2,2,2
0911752.05.01,1,1,1,1,1,1,2,1,2,2,1
0912088.04.02,2,2,2,2,2,2,2,2,2,2,2
0912135.05.01,1,1,1,2,1,1,2,1,1,1,2
0912653.03.03,2,2,2,2,2,2,2,2,2,2,2
0912668.01.03,2,2,2,2,2,2,2,1,2,2,2
0912688.03.02,1,1,1,2,2,2,2,1,2,2,2
0912688.04.01,2,2,2,2,2,2,2,2,2,2,2
0912688.05.02,2,1,2,2,2,2,2,2,2,2,2
0912716.01.03,2,2,2,2,2,2,2,2,2,2,2
0912716.05.02,2,2,2,2,1,1,2,2,2,1,1
0913239.04.04,2,1,1,2,2,2,2,2,2,2,2
0913300.04.02,1,1,1,2,1,2,2,2,2,2,2
0913313.03.01,2,2,2,2,2,2,2,2,2,2,1
0913500.01.02,2,1,1,2,2,2,2,2,2,2,2
0913589.04.02,2,2,2,2,2,2,2,2,2,2,2
0913589.05.01,1,1,2,2,2,2,2,2,2,2,2
0913604.01.01,2,1,2,2,2,2,2,2,2,2,2
0913604.03.02,2,2,2,2,2,2,2,2,2,2,2
0913604.04.01,2,1,2,2,2,1,2,2,2,2,1
0913799.02.04,1,1,1,1,2,2,2,1,2,2,2
0913799.04.03,1,1,1,2,1,2,2,2,2,2,2
0913934.01.02,1,1,2,2,2,2,2,2,2,2,2
0913934.02.02,2,1,2,2,2,2,2,2,2,2,2
0913934.05.01,1,1,1,2,2,2,2,2,2,2,2
0914081.01.01,2,2,2,2,2,2,2,2,2,2,2
0914102.04.02,2,2,1,2,2,2,2,2,2,2,2
0914247.02.01,1,2,2,2,2,2,2,2,2,2,2
0914444.02.01,2,1,2,2,2,2,2,2,2,2,2
0914444.04.01,1,2,1,2,2,2,2,2,2,2,2
0914573.03.01,2,1,1,2,2,2,2,2,2,2,2
0914573.05.02,2,2,2,2,2,2,2,2,2,1,2
0914746.01.03,2,1,2,2,2,2,2,2,2,2,2
0914746.02.02,2,2,2,2,2,2,2,2,2,2,2
0914746.03.01,2,2,2,2,2,2,2,2,2,2,2
0914746.04.03,2,2,2,2,2,2,2,2,2,1,2
0915360.04.01,1,1,1,1,1,2,2,2,2,2,2
0915472.03.04,2,2,2,2,1,2,2,2,2,2,2
0915472.04.02,2,1,1,2,2,2,2,2,2,2,2
0915492.01.01,2,1,2,2,2,2,2,2,2,2,2
0915492.03.01,1,1,1,2,2,2,2,2,2,2,2
0915599.01.03,2,1,1,2,1,2,2,1,2,1,2
0915599.03.02,2,2,2,2,1,2,2,1,2,1,1
0915599.04.01,2,2,2,2,2,2,2,2,2,2,2
0915663.02.01,2,2,2,2,2,2,2,2,2,2,2
0915663.03.01,2,2,2,2,2,2,2,2,2,2,2
0915679.03.04,1,1,2,2,2,2,2,2,2,2,2
0915797.01.01,2,2,1,2,2,2,2,2,2,2,2
0915797.05.02,1,1,2,1,2,2,2,2,2,1,2
0915956.05.01,2,2,2,2,2,2,2,2,2,2,2
0916440.02.01,2,2,2,2,2,2,2,2,2,2,2
0917007.04.01,2,2,2,2,2,2,2,2,2,2,2
0917837.03.03,2,2,2,2,2,2,2,2,2,2,2
0917874.01.01,1,1,1,2,1,1,2,2,1,1,2
0917874.05.05,2,2,2,2,2,2,2,2,2,1,2
0917892.03.01,2,2,2,2,2,2,2,2,2,2,2
0918123.02.03,2,2,2,2,1,2,2,2,2,2,2
0918211.03.01,2,1,2,2,1,2,2,2,2,1,1
0918484.01.04,2,1,2,2,2,2,2,2,2,1,2
0918960.03.02,1,2,1,2,2,2,2,1,2,2,2
0919044.04.02,2,2,2,2,2,2,2,2,2,2,2
0919086.01.02,1,2,1,2,1,1,1,1,2,2,1
0919086.05.01,1,1,2,1,2,2,2,2,2,2,2
0919093.01.03,1,1,1,1,2,1,2,1,2,2,2
0919093.02.03,1,2,2,2,2,2,2,2,2,2,2
0919093.04.04,2,2,2,2,2,2,2,2,2,2,2
0919135.01.01,2,2,2,2,2,2,2,2,2,2,2
0919135.02.02,2,1,1,2,2,2,2,2,2,2,2
0919392.01.01,2,2,2,2,2,2,2,2,2,2,2
0919410.04.01,2,2,2,2,2,2,2,2,2,2,2
0919666.04.05,1,1,1,2,2,2,2,2,2,2,2
0919859.01.01,2,1,2,2,2,2,2,2,2,2,2
0919983.05.01,2,2,1,2,2,2,2,2,2,2,2
0920025.02.03,2,2,2,2,2,2,2,2,2,2,2
0920199.01.01,2,2,2,2,2,2,2,2,2,2,2
0920230.02.02,2,2,2,2,2,2,2,2,2,2,2
0920230.03.05,2,1,1,2,2,2,2,2,2,2,2
0920709.01.02,2,2,1,2,2,2,2,2,2,2,2
0920709.02.02,2,2,2,2,2,1,2,1,2,2,2
0920763.01.01,1,1,1,2,2,2,2,2,2,2,2
0920975.01.02,2,1,1,2,2,2,2,2,2,2,2
0921191.02.01,2,2,1,2,2,2,2,2,2,2,2
0921281.02.01,2,1,1,2,1,2,2,1,1,1,2
0921281.04.03,2,1,2,2,1,2,2,2,2,2,2
0921387.03.01,2,1,1,2,2,1,1,2,2,2,2
0922008.04.01,2,1,1,1,1,1,2,1,1,1,2
0922013.04.01,2,2,2,2,2,2,2,2,2,2,2
0922037.05.01,2,2,2,1,1,2,2,2,2,2,2
0960001.09.01,2,2,1,2,2,2,2,2,2,2,2
0960001.11.05,2,1,2,2,2,2,2,2,2,2,2
0960001.12.02,2,2,1,2,2,2,2,2,2,2,2
0960001.13.01,2,2,2,2,2,2,2,2,2,2,2
0960001.18.01,2,1,1,2,2,2,2,2,2,2,2
0960022.04.03,2,1,2,2,1,1,2,2,2,2,1
0960022.06.02,2,2,1,2,2,2,2,2,2,2,2
0960022.08.02,2,1,1,2,2,2,2,2,2,2,2
0960022.11.03,2,2,1,2,2,2,2,2,2,2,2
0960022.14.02,2,2,2,2,2,2,2,2,2,2,2
0960022.15.01,1,1,1,2,2,2,2,2,2,2,2
0960022.18.02,2,1,1,1,2,2,1,1,2,2,2
0960038.02.03,2,1,1,2,1,2,2,2,2,1,1
0960038.04.02,1,2,1,2,2,2,2,2,2,2,2
0960038.10.02,2,2,2,2,2,2,2,2,2,2,2
0960038.12.01,2,2,1,2,2,2,2,2,2,2,2
0960038.13.03,2,2,2,2,1,2,2,2,2,2,2
0960038.14.02,2,1,1,2,2,2,2,2,2,2,2
0960038.15.01,2,2,2,2,2,2,2,2,2,2,2
0960050.07.01,2,2,2,2,2,2,2,2,2,2,2
0960050.11.04,2,1,2,2,2,2,2,2,2,1,2
0960053.07.02,2,1,1,1,2,2,2,2,2,2,2
0960053.17.01,2,1,1,1,2,2,2,2,2,2,2
1000006.01.01,2,2,2,2,2,2,2,2,2,2,2
1000065.01.02,2,2,2,2,2,2,2,2,2,2,2
1000071.02.01,2,2,2,2,2,2,2,2,2,2,2
1000130.04.01,2,2,2,2,2,2,2,2,2,2,2
1000188.02.01,1,1,1,2,2,2,2,2,2,2,2
1000188.04.01,2,2,2,2,2,2,2,2,2,2,2
1000188.05.02,2,2,2,2,2,2,2,2,2,2,2
1000299.01.01,1,2,1,2,2,2,2,2,2,2,2
1000299.04.01,1,1,1,2,2,2,2,2,2,2,2
1000449.03.02,2,2,1,2,2,2,1,1,2,2,2
1000449.04.01,1,1,1,1,2,2,2,1,2,2,2
1000473.05.03,2,2,2,2,2,2,2,2,2,2,2
1000486.05.02,1,1,2,2,1,2,2,2,2,2,2
1000491.04.01,2,2,2,2,2,2,2,2,2,1,2
1000547.02.02,2,2,1,2,2,2,2,2,2,1,2
1000669.03.02,2,2,2,2,2,2,2,2,2,2,2
1000846.01.02,1,2,2,1,1,1,2,1,2,2,2
1000846.02.03,2,2,1,2,2,2,2,2,2,2,2
1000894.02.01,2,2,2,2,2,2,2,2,2,2,2
1000894.05.03,1,2,1,1,2,2,2,2,2,1,2
1000905.02.01,1,2,2,2,2,2,2,2,1,2,2
1000905.03.03,1,1,1,1,1,2,1,1,2,1,2
1000905.04.01,1,2,1,2,2,2,2,2,2,1,2
1000905.05.01,2,2,2,2,2,2,2,2,2,2,2
1000923.05.03,2,2,1,2,2,2,2,1,2,1,2
1001039.01.03,1,2,2,2,2,2,2,1,2,2,2
1001065.03.02,2,2,2,2,2,2,2,2,2,2,2
1001127.04.01,2,2,2,2,2,2,2,2,2,1,2
1001127.05.02,2,2,2,2,2,2,2,2,2,2,2
1001132.04.02,1,1,1,1,2,2,2,1,1,2,2
1001132.05.02,2,2,2,2,2,2,2,2,2,2,2
1001154.03.01,2,2,2,2,2,2,2,2,2,2,2
1001200.02.02,2,2,2,2,2,2,2,2,2,2,2
1001200.03.03,2,2,2,2,2,2,2,2,2,2,2
1001200.04.01,1,1,2,1,1,1,2,1,1,2,1
1001200.05.02,2,2,2,2,2,2,2,2,2,2,2
1001249.03.02,2,2,2,2,2,2,2,2,2,2,2
1001288.03.02,2,1,1,2,2,2,1,2,2,2,2
1001288.04.01,2,2,2,2,2,2,2,2,2,2,2
1001362.01.01,2,1,1,1,1,2,2,2,2,2,2
1001648.01.01,2,2,1,2,2,2,2,2,2,2,2
1001648.02.01,2,2,2,2,2,2,2,2,2,2,2
1001648.03.01,2,2,2,2,2,2,2,2,2,2,2
1001705.02.01,1,2,1,2,2,2,2,2,2,2,2
1001738.03.01,2,2,2,2,2,2,2,2,2,2,2
1001812.03.04,2,2,2,2,2,2,2,2,2,2,2
1001812.04.01,2,2,2,2,2,2,2,2,2,2,2
