ID_PER,ap_reun_aut,ap_firma_pet,ap_resol_prob,ap_rec_part_pol,ap_protest,ap_toma_carr,ap_pinta,ap_busca_apoyo_osc,ap_acudir_medios,ap_presion_rs,ap_huelga
0807360.02.02,2,2,2,2,2,2,2,2,2,2,2
0807360.04.01,2,2,2,2,2,2,2,2,2,2,2
0807360.05.01,2,2,2,2,2,2,2,2,2,2,2
0807382.04.01,2,2,2,2,2,2,2,2,2,2,2
0807924.01.01,1,1,1,1,2,2,2,2,2,2,2
0807924.03.04,2,2,2,2,2,2,2,2,2,2,2
0807924.05.01,2,2,2,2,2,2,2,2,2,2,2
0807926.05.03,1,1,1,1,2,2,2,1,1,1,2
0808107.01.02,2,2,2,1,2,2,2,2,2,2,2
0808107.02.02,1,1,1,1,1,2,2,1,1,1,1
0808107.07.01,1,1,1,2,2,2,2,2,2,2,2
0808107.10.01,2,2,2,2,2,2,2,2,2,2,2
0808107.13.05,1,2,1,2,2,2,2,2,2,1,2
0808107.15.01,2,2,2,2,2,2,2,2,2,2,2
0808107.17.01,2,2,2,2,2,2,2,2,2,2,2
0808107.18.01,2,2,2,2,2,2,2,2,2,2,2
0808107.19.02,2,2,2,1,2,2,2,2,2,2,2
0808107.20.01,2,2,2,2,2,2,2,2,2,2,2
0808110.01.04,2,2,2,2,2,2,2,2,2,2,2
0808110.02.03,2,2,2,2,1,2,2,2,2,2,2
0808110.05.02,2,2,2,2,2,2,2,2,2,2,2
0808110.12.01,1,1,1,2,2,2,2,2,2,2,2
0808110.14.01,2,2,2,2,2,2,2,2,2,2,2
0808110.15.01,2,2,2,2,2,2,2,2,2,2,2
0808383.01.02,2,2,2,2,2,2,2,2,2,2,2
0808383.05.02,1,1,1,1,2,2,2,2,2,2,2
0808383.07.01,2,2,2,2,2,2,2,2,2,2,2
0808383.09.01,2,2,2,1,2,2,2,2,2,2,2
0808383.10.01,2,2,2,2,2,2,2,2,2,2,2
0808383.11.01,2,2,2,2,2,2,2,2,2,2,2
0808383.12.04,2,2,1,2,2,2,2,2,2,2,2
0808383.13.02,2,2,2,2,2,2,2,2,2,2,2
0808383.14.01,1,1,1,1,1,1,2,2,1,1,1
0808383.15.01,2,2,2,1,2,2,2,2,2,2,2
0808383.18.03,2,2,2,2,2,2,2,2,1,1,2
0808383.19.01,2,2,2,2,2,2,2,2,2,2,2
0809082.01.03,2,2,2,2,2,2,2,2,2,2,2
0860356.03.02,2,2,2,2,2,2,2,2,2,2,2
0860356.04.01,2,2,2,2,2,2,2,2,2,2,2
0860356.06.01,2,2,2,2,2,2,2,2,2,2,2
0860356.11.01,2,2,2,2,2,2,2,2,2,2,2
0860356.14.01,1,2,2,2,2,2,2,2,2,2,2
0860356.15.01,2,2,2,2,2,2,2,2,2,2,2
0860356.16.02,2,2,2,2,2,2,2,2,2,2,2
0860422.01.02,2,2,2,2,2,2,2,2,2,2,2
0860422.02.01,2,2,2,2,2,2,2,1,2,2,2
0860422.03.07,2,2,2,2,2,2,2,2,2,2,2
0860422.04.01,2,2,2,2,2,2,2,2,2,2,2
0860422.10.01,2,2,2,2,2,2,2,2,2,2,2
0860422.12.01,2,2,2,2,2,2,2,2,2,2,2
0860422.14.01,2,2,2,2,2,2,2,2,2,2,2
0860422.17.01,2,2,2,2,2,2,2,2,2,2,2
0860422.18.01,2,1,2,2,2,2,2,2,2,2,2
0860422.20.02,2,2,2,2,2,2,2,2,2,2,2
0860422.21.02,2,2,2,2,2,2,2,2,2,2,2
0860583.01.01,1,1,1,2,2,2,2,2,2,2,1
0860583.02.01,2,2,1,2,1,2,2,2,1,2,2
0860583.04.05,2,2,2,2,2,2,2,2,2,2,2
0860583.12.01,2,2,2,2,2,2,2,2,2,2,2
0860583.16.01,2,2,2,2,2,2,2,2,2,2,2
0860583.18.01,2,1,1,1,1,2,2,2,2,2,2
0860883.02.01,2,2,2,2,2,2,2,2,2,2,2
0860883.03.01,2,2,1,2,2,2,2,2,2,2,2
0860883.04.01,2,2,2,2,2,2,2,2,2,2,2
0860883.11.02,2,2,2,2,2,2,2,2,2,2,2
0860883.12.02,2,2,2,2,2,2,2,2,2,2,2
0860883.13.01,2,2,2,2,2,2,2,2,2,2,2
0860883.15.04,2,1,1,2,2,2,2,2,2,2,2
0860883.16.01,2,2,2,2,2,2,2,2,2,2,2
0860883.18.01,2,2,2,2,2,2,2,2,2,2,2
0860883.19.02,2,2,2,2,2,2,2,2,2,2,2
0860890.03.01,2,2,2,2,2,2,2,2,2,2,2
0860890.04.03,2,2,2,2,2,2,2,2,2,2,2
0860890.12.02,1,1,2,2,2,2,2,2,2,2,2
0860890.14.01,2,2,2,2,2,2,2,2,2,2,2
0860890.16.01,2,2,2,2,2,2,2,2,2,2,2
0860890.17.01,2,2,2,2,2,2,2,2,2,2,2
0860890.20.01,1,2,2,2,2,2,2,2,2,2,2
0900131.01.01,2,2,2,2,1,1,2,2,2,1,2
0900131.03.01,1,1,1,2,2,1,1,1,1,1,2
0900131.05.01,2,2,2,2,2,2,2,2,2,1,2
0900202.03.01,2,2,2,2,2,2,2,2,2,2,2
0900401.01.02,2,2,2,2,2,2,2,2,2,2,2
0900866.04.03,2,2,2,2,1,2,2,2,2,2,2
0900896.05.02,2,2,2,2,2,2,2,2,2,2,2
0900960.03.02,2,2,1,2,2,2,2,1,2,2,2
0901061.01.02,2,2,2,2,2,2,2,2,2,2,2
0901061.04.02,2,2,2,2,2,2,2,2,2,2,2
0901061.05.03,2,2,2,2,2,2,2,2,2,2,2
0901358.01.01,2,2,2,2,2,2,2,2,2,2,2
0901358.02.01,2,2,2,2,2,2,2,2,2,2,2
0901358.03.01,2,2,2,2,2,2,2,2,2,2,2
0901358.04.02,2,2,2,2,2,2,2,2,2,2,2
0901358.05.01,2,2,2,2,2,2,2,2,2,2,2
0901690.01.01,2,2,2,2,2,2,2,2,2,2,2
0901690.02.03,2,2,2,2,2,2,2,2,2,2,2
0901690.03.01,2,2,2,2,2,2,2,2,2,2,2
0901698.01.01,2,2,2,2,2,2,2,2,2,2,2
0901698.02.02,2,2,2,2,2,2,2,2,2,2,2
0901698.03.01,2,2,2,2,2,2,2,2,2,2,2
0901698.04.01,2,2,2,2,2,2,2,2,2,2,2
0901698.05.01,2,2,2,2,2,2,2,2,2,2,2
0901714.01.02,2,2,2,2,2,2,2,2,2,2,2
0901714.02.01,2,2,2,2,2,2,2,2,2,2,2
0901714.04.02,2,2,2,2,2,2,2,2,2,2,2
0901714.05.01,2,2,2,2,2,2,2,2,2,2,2
0901800.01.01,2,2,2,2,2,2,2,2,2,2,2
0901800.02.01,2,2,2,2,2,2,2,2,2,2,2
0901869.01.01,2,2,2,2,1,1,2,2,2,2,2
0901869.02.02,2,2,2,2,2,2,2,2,2,2,2
0901874.01.01,2,2,2,2,2,2,2,2,2,2,2
0901874.03.02,2,1,2,2,2,2,2,2,2,2,2
0902087.03.02,2,2,2,2,2,2,2,2,2,2,2
0902087.05.01,2,2,2,2,2,2,2,2,2,2,2
0902246.02.03,2,2,2,2,2,2,2,2,2,2,2
0902246.04.04,2,2,2,2,2,2,2,2,2,2,2
0902246.05.01,2,2,1,2,2,2,2,2,2,2,2
0902346.03.01,2,2,2,2,2,2,2,2,2,2,2
0902346.04.01,2,2,2,2,2,2,2,2,2,2,2
0902946.02.01,2,2,2,2,2,2,2,2,2,2,2
0903067.02.01,2,2,2,2,2,2,2,2,2,2,2
0903067.04.01,2,1,2,2,2,2,2,2,2,2,2
0903067.05.01,2,1,2,2,1,2,2,2,2,2,2
0903310.05.01,1,2,2,2,2,1,2,2,2,2,2
0903398.02.01,2,2,2,2,2,2,2,2,2,2,2
0903437.03.04,2,2,2,2,2,2,2,2,2,2,2
0903489.01.01,1,2,2,2,2,2,2,2,2,2,2
0903489.03.01,1,2,2,2,2,2,2,2,2,2,2
0903516.01.02,2,2,2,2,2,2,2,2,2,2,2
0903516.02.01,2,2,2,2,2,2,2,2,2,2,2
0903516.03.03,2,2,2,2,2,2,2,2,2,2,2
0903516.05.03,2,1,2,2,2,2,2,2,2,2,2
0903540.02.02,2,1,2,2,2,2,2,1,2,2,2
0903540.03.01,2,2,2,2,2,2,2,2,2,2,2
0903540.05.01,2,2,2,2,2,2,2,2,2,2,2
0903740.01.02,2,2,2,2,2,2,2,2,2,2,2
0903870.01.01,1,1,2,2,2,2,2,2,2,2,2
0903870.03.02,2,2,2,2,2,2,2,2,2,2,2
0903870.05.02,2,2,2,2,2,2,2,2,2,2,2
0903874.01.02,2,1,2,2,2,2,2,2,2,2,2
0903874.02.03,1,1,2,2,2,2,2,2,2,2,2
0903957.02.01,2,2,2,2,2,2,2,2,2,2,2
0903992.01.02,1,1,2,2,2,2,2,2,2,2,2
0903992.05.01,2,2,2,2,2,2,2,2,2,2,2
0904068.01.01,2,1,1,1,2,2,2,2,2,2,2
0904068.03.02,2,2,2,1,2,2,2,2,2,2,2
0904068.04.02,2,1,2,2,2,2,2,2,2,2,2
0904085.04.02,2,2,2,2,2,2,2,2,2,2,2
0904085.05.02,2,2,2,2,2,2,2,2,2,2,2
0904333.01.01,1,1,1,1,1,2,2,2,2,2,2
0904333.03.02,2,2,2,2,2,2,2,2,2,2,2
0904741.01.01,2,2,2,2,2,2,2,2,2,2,2
0904996.03.06,2,2,2,2,2,2,2,2,2,2,2
0904996.05.01,2,2,2,2,2,2,2,2,2,2,2
0905042.01.02,2,2,2,2,2,2,2,2,2,2,2
0905042.03.01,2,1,2,1,2,2,2,2,2,2,2
0905042.05.04,2,2,2,2,2,2,2,2,2,2,2
0905393.04.01,2,2,1,2,2,2,2,2,2,2,2
0905528.01.01,2,2,2,2,2,2,2,2,2,2,2
0905846.01.02,2,2,2,2,2,2,2,2,2,2,2
0905846.05.01,2,2,2,2,2,2,2,2,2,2,2
0906048.01.03,2,1,2,2,2,2,2,2,2,2,2
0906200.01.03,2,2,2,2,2,2,2,2,2,2,2
0906200.03.04,2,2,2,2,2,2,2,2,2,1,2
0906374.03.02,2,1,2,2,2,2,2,2,2,2,2
0906440.03.02,2,2,2,2,2,2,2,2,2,2,2
0906440.05.05,2,2,2,2,2,2,2,2,2,2,2
0906451.04.01,2,1,2,2,2,2,2,2,2,2,2
0906459.01.02,2,2,2,2,2,2,2,2,2,2,2
0906459.04.02,1,1,2,2,2,2,2,2,2,2,2
0906830.02.01,2,2,2,2,2,2,2,2,2,2,2
0907056.04.02,2,2,2,2,2,2,2,2,2,2,2
0907371.03.01,2,2,2,2,2,2,2,2,2,2,2
0907403.02.03,2,2,2,2,2,2,2,2,2,2,2
0907403.03.02,2,2,2,2,2,2,2,2,2,2,2
0907403.04.02,2,2,2,2,2,2,2,2,2,2,2
0907503.03.01,2,2,2,2,2,2,2,2,2,2,2
0907503.05.02,1,1,2,2,1,2,2,2,2,1,1
0907664.01.01,2,2,2,2,2,2,2,2,2,2,2
0907664.05.04,2,2,2,2,2,2,2,2,2,2,2
0908258.03.01,1,1,1,1,2,1,2,2,2,2,2
0908334.01.01,2,2,2,2,2,2,2,2,2,2,2
0908481.03.04,2,2,2,2,2,2,2,2,2,2,2
0908481.04.02,2,2,2,2,2,2,2,2,2,2,2
0908484.03.02,2,2,2,2,2,2,2,2,2,2,2
0908555.01.01,2,2,2,2,2,2,2,2,2,2,2
0908555.04.05,2,2,2,2,2,2,2,2,2,2,2
0908681.02.01,2,2,2,2,2,2,2,2,2,2,2
0908681.05.02,2,2,2,2,2,2,2,2,2,2,2
0908764.02.01,2,2,2,2,2,2,2,2,2,2,2
0908764.03.01,2,2,2,2,2,2,2,2,2,2,2
0908764.04.01,2,2,2,2,2,2,2,2,2,2,2
0909123.02.06,2,2,2,2,2,2,2,2,2,1,2
0909123.03.02,2,2,2,2,2,2,2,2,2,2,2
0909123.04.01,1,1,1,1,1,2,2,2,2,2,2
0909508.02.02,2,2,2,2,2,2,2,2,2,2,2
0909617.01.02,2,2,2,2,2,2,2,2,2,2,2
0909630.03.01,2,2,2,2,2,2,2,2,2,2,2
0909630.05.02,2,2,2,2,2,2,2,2,2,2,2
0909666.02.01,2,2,2,2,2,2,2,2,2,2,2
0910461.02.02,2,2,1,2,2,2,1,2,2,2,2
0910801.01.01,2,2,2,2,2,2,2,2,2,2,2
0910801.05.01,2,2,2,1,1,2,2,2,2,2,2
0910879.02.01,2,2,2,2,2,2,2,2,2,2,2
0910879.03.01,2,2,2,2,2,2,2,2,2,2,2
0911137.04.01,2,2,2,2,2,2,2,2,2,2,2
0911360.01.04,2,1,1,2,2,2,2,2,2,1,2
0911360.02.02,2,2,2,2,2,2,2,1,2,2,2
0911360.04.02,2,2,2,2,2,2,2,2,2,2,2
0911572.02.01,2,2,2,2,2,2,2,2,2,2,2
0911653.02.02,2,2,2,2,2,2,2,2,2,2,2
0911653.03.04,2,1,2,2,2,2,2,2,2,2,2
0911752.03.01,2,1,2,2,1,1,2,2,2,2,1
0911752.04.01,2,2,2,2,2,2,2,2,2,1,2
0912088.01.04,2,1,2,2,2,2,2,2,2,2,2
0912088.03.03,2,2,2,2,2,2,2,2,2,1,2
0912166.05.01,1,1,1,2,1,2,2,2,2,2,2
0912628.02.03,2,1,1,2,2,2,2,2,2,2,2
0912628.03.04,2,1,1,2,2,2,2,2,2,1,2
0912628.05.05,2,2,2,2,2,2,2,2,2,2,2
0912653.02.01,2,2,2,2,2,2,2,2,2,2,2
0912668.02.01,1,1,1,2,1,1,2,2,2,2,2
0912668.04.01,2,2,2,2,2,2,2,2,2,2,2
0912688.01.01,1,1,1,1,2,2,2,1,2,2,2
0912716.03.01,2,2,2,2,2,2,2,2,2,2,2
0912925.02.02,2,2,2,2,2,2,2,2,2,2,2
0913010.01.01,2,2,2,2,2,2,2,2,2,2,2
0913010.02.04,2,2,2,2,2,2,2,2,2,2,2
0913239.01.01,2,2,2,2,2,2,2,2,2,2,2
0913239.05.02,2,2,2,2,2,2,2,2,2,2,2
0913258.02.01,2,2,2,2,2,2,2,2,2,2,2
0913258.04.01,2,2,2,2,2,2,2,2,2,2,2
0913300.01.02,2,1,2,2,2,2,2,2,2,2,2
0913313.01.01,2,2,2,2,2,2,2,2,2,2,2
0913500.03.01,2,2,2,2,2,2,2,2,2,2,2
0913500.04.01,2,2,2,2,2,2,2,2,2,2,2
0913589.01.02,1,1,1,1,2,2,2,2,2,1,2
0913589.03.02,2,2,2,2,2,2,2,2,2,2,2
0913604.02.02,2,2,2,2,2,2,2,2,2,2,2
0913604.05.01,2,2,2,2,2,2,2,2,2,2,2
0913663.02.01,1,1,1,2,2,2,2,2,2,2,2
0913916.03.01,2,2,2,2,2,2,2,2,2,2,2
0913934.03.01,2,2,2,2,2,2,2,2,2,2,2
0914247.03.01,2,1,1,2,1,2,2,1,1,2,2
0914392.01.01,2,2,2,2,2,2,2,2,2,2,2
0914392.04.02,2,2,2,2,2,2,2,2,1,2,2
0914392.05.01,2,2,2,2,2,2,2,2,2,2,2
0914444.03.01,2,2,2,2,2,2,2,2,2,2,2
0914444.05.01,2,2,2,2,2,2,2,2,2,2,2
0914573.02.01,2,2,2,2,2,2,2,2,2,2,2
0914581.03.02,2,2,2,2,2,2,2,2,2,2,2
0914727.03.02,2,2,2,2,2,2,2,2,2,2,2
0915360.01.01,1,1,1,2,2,2,2,2,2,2,2
0915360.03.01,2,1,2,2,2,2,2,2,2,1,2
0915388.02.03,2,1,2,2,2,2,2,2,2,2,2
0915388.03.01,2,1,2,1,1,1,2,2,2,2,1
0915492.04.01,2,1,1,2,1,2,2,2,2,2,2
0915557.01.03,2,2,2,2,2,2,2,2,2,2,2
0915557.03.01,2,2,2,2,2,2,2,2,2,2,2
0915636.01.02,2,2,2,2,2,2,2,2,2,2,2
0915636.03.04,2,2,2,2,2,2,2,2,2,2,2
0915663.05.02,2,2,2,2,2,2,2,2,2,2,2
0915735.01.01,2,2,2,2,2,2,2,2,2,2,2
0915735.03.01,2,2,2,2,2,2,2,2,2,2,2
0915735.04.04,2,2,2,2,2,2,2,2,2,2,2
0915735.05.01,2,2,2,2,2,2,2,2,2,2,2
0915797.04.04,2,1,2,2,2,2,2,2,2,2,2
0915956.01.02,2,2,2,1,2,2,2,2,2,2,2
0916001.05.01,2,2,2,2,2,2,2,2,2,2,2
0916383.05.01,2,2,2,2,2,2,2,2,2,2,2
0916440.03.01,2,2,2,2,2,2,2,2,2,2,2
0916440.04.01,2,2,2,2,2,2,2,2,2,2,2
0916440.05.02,2,2,2,2,2,2,2,2,2,2,2
0916726.02.02,2,2,2,2,2,2,2,2,2,2,2
0916726.03.01,2,2,2,2,2,2,2,2,2,2,2
0916726.04.02,2,2,2,2,2,2,2,2,2,2,2
0917007.01.03,2,1,1,2,1,2,2,2,1,1,2
0917007.03.01,2,2,2,2,2,2,2,2,2,2,2
0917080.01.01,2,2,2,2,2,2,2,2,2,2,2
0917080.03.01,2,2,2,2,2,2,2,2,2,2,2
0917668.02.01,2,2,2,2,2,2,2,2,2,2,2
0917668.03.01,2,1,2,2,2,2,2,2,2,2,2
0917668.04.01,2,2,1,2,2,2,2,2,2,2,2
0917837.01.03,2,2,2,2,1,1,2,2,2,2,2
0917874.03.01,1,1,1,2,2,2,2,2,2,2,2
0917892.02.02,2,2,2,2,2,2,2,2,2,2,2
0917892.04.02,2,1,2,2,2,2,2,2,2,2,2
0917892.05.02,2,2,2,2,2,2,2,2,2,2,2
0917935.01.01,2,2,2,2,2,2,2,2,2,2,2
0918036.02.01,2,2,2,2,2,2,2,2,2,2,2
0918292.01.01,2,2,2,2,2,2,2,2,2,2,2
0918292.04.01,1,1,1,2,2,2,2,2,2,2,2
0918484.02.01,1,1,1,2,2,2,2,2,2,2,2
0918484.03.02,1,1,2,2,1,2,2,2,2,1,2
0918484.05.01,2,2,2,2,2,2,2,2,2,2,2
0919410.01.02,1,1,1,2,1,1,2,1,2,1,2
0919410.02.01,2,2,2,2,2,2,2,2,2,2,2
0919666.03.02,2,2,2,2,2,2,2,2,2,2,2
0919859.02.01,2,2,2,2,2,2,2,2,2,2,2
0919983.02.03,2,1,2,2,2,2,2,2,2,2,2
0919983.03.03,2,2,2,2,2,2,2,2,2,2,2
0920025.03.02,2,1,1,2,2,1,2,2,2,2,2
0920025.04.01,1,2,2,2,2,2,2,2,2,2,2
0920709.04.02,2,2,9,1,2,2,2,9,2,9,9
0920763.02.01,2,2,2,2,2,2,2,2,2,2,2
0920763.03.02,2,2,2,2,2,2,2,2,2,2,2
0920763.04.01,1,1,1,1,2,2,2,1,2,2,2
0920975.02.02,2,2,2,2,2,2,2,2,2,2,2
0920975.03.01,2,2,2,2,2,2,2,2,2,2,2
0921083.01.02,2,2,2,2,2,2,2,2,2,2,2
0921083.04.04,1,1,1,2,1,1,2,2,2,2,2
0921191.04.01,2,2,2,2,2,2,2,2,2,2,2
0921331.01.01,2,2,2,2,2,2,2,2,2,2,2
0921331.02.02,2,2,2,2,2,2,2,2,2,2,2
0921331.03.01,2,2,2,2,2,2,2,2,2,2,2
0921331.05.01,2,2,2,2,2,2,2,2,2,2,2
0921387.01.02,2,2,2,2,2,2,2,2,2,2,2
0921387.04.02,2,2,2,2,2,2,2,2,2,2,2
0921555.02.01,2,2,2,2,2,2,2,2,2,2,2
0921555.03.01,2,2,2,2,2,2,2,2,2,2,2
0921555.04.01,2,2,2,2,2,2,2,2,2,2,2
0922037.03.03,1,1,2,2,2,2,2,2,2,2,2
0960001.02.01,2,2,2,2,2,2,2,2,2,2,2
0960001.04.02,2,2,2,2,2,1,2,2,2,2,2
0960022.01.02,2,2,2,2,2,2,2,2,2,2,2
0960022.02.01,2,2,1,2,2,2,2,2,2,2,2
0960022.09.01,2,2,2,2,2,2,2,2,2,2,2
0960022.10.01,2,2,2,2,2,2,2,2,2,2,2
0960022.13.02,1,1,1,1,2,1,2,1,1,1,2
0960022.20.03,2,2,2,2,2,2,2,2,2,2,2
0960038.08.01,2,2,2,2,2,2,2,2,2,2,2
0960038.17.02,2,2,2,2,1,2,2,1,2,2,2
0960038.20.06,2,2,2,2,2,2,2,2,2,2,2
0960050.02.03,2,2,2,2,2,2,2,2,2,2,2
0960050.03.01,2,2,1,2,2,2,2,2,2,2,2
0960050.04.01,1,2,1,2,2,2,2,2,2,2,2
0960050.05.02,2,2,2,2,2,2,2,2,2,2,2
0960050.08.02,2,2,2,2,2,2,2,2,2,2,2
0960050.12.06,2,2,2,2,2,2,2,2,2,2,2
0960050.17.01,2,2,2,2,2,2,2,2,2,2,2
0960050.18.04,2,2,2,2,2,2,2,2,2,2,2
0960050.20.01,2,2,2,2,2,2,2,2,2,2,2
0960053.01.01,2,2,2,2,2,2,2,2,2,2,2
0960053.05.02,2,1,2,1,2,2,2,2,2,2,2
0960053.14.01,2,1,2,2,2,2,2,2,2,2,2
0960053.18.01,2,2,2,2,2,2,2,2,2,2,2
1000071.01.01,2,2,2,2,2,2,2,2,2,2,2
1000071.04.01,1,2,2,2,2,2,2,2,2,2,2
1000188.01.03,2,2,2,2,2,2,2,2,2,2,2
1000188.03.01,2,2,2,1,1,2,1,2,2,2,2
1000247.01.01,2,2,2,2,2,2,2,2,2,2,2
1000247.02.01,2,2,2,2,2,2,2,2,2,2,2
1000247.03.01,2,2,2,2,2,2,2,2,2,2,2
1000247.05.01,2,2,2,2,2,2,2,2,2,2,2
1000249.01.01,2,2,2,2,2,2,2,2,2,2,2
1000249.02.03,2,2,2,2,2,2,2,2,2,2,2
1000249.03.02,2,2,2,2,2,2,2,2,2,2,2
1000249.04.02,2,2,2,2,2,2,2,2,2,2,2
1000299.03.02,2,2,1,2,2,2,2,2,2,2,2
1000300.01.03,2,1,2,2,2,2,2,2,2,1,2
1000322.03.01,2,2,2,2,2,2,2,2,2,2,2
1000322.05.05,2,2,2,2,2,2,2,2,2,2,2
1000368.01.02,2,2,2,2,2,2,2,2,2,2,2
1000368.02.01,2,2,2,2,2,2,2,2,2,2,2
1000368.04.02,2,2,2,2,2,2,2,2,2,2,2
1000486.02.01,2,2,2,2,2,2,2,2,2,2,2
1000486.03.02,2,2,2,2,2,2,2,2,2,2,2
1000491.02.02,2,2,2,2,2,2,2,2,2,2,2
1000546.01.01,2,1,2,2,2,2,1,1,2,2,1
1000547.01.02,2,2,2,2,2,2,1,2,2,2,2
1000547.05.01,2,2,2,2,2,2,2,2,2,2,2
1000669.05.02,2,2,2,1,2,2,2,2,2,2,2
1000680.04.01,2,2,2,1,2,2,2,2,2,2,2
1000719.02.02,1,1,1,1,1,2,2,1,1,2,1
1000719.03.01,2,2,2,2,2,2,2,2,2,2,2
1000757.01.04,2,2,2,2,2,2,2,2,2,2,2
1000757.03.03,2,2,2,2,2,2,2,2,2,2,2
1000757.04.01,2,2,2,2,2,2,2,2,2,2,2
1000846.03.02,2,1,1,2,2,2,2,2,2,2,2
1000894.04.01,2,2,2,2,2,2,2,2,2,2,2
1000905.01.01,2,2,2,2,2,2,2,2,2,2,2
1001047.04.01,2,2,2,2,2,2,2,2,2,2,2
1001047.05.01,2,2,2,2,2,2,2,1,2,2,2
1001065.01.01,2,2,2,2,2,2,2,2,2,2,2
1001065.05.01,2,2,2,2,2,2,2,2,2,2,2
1001127.03.02,2,2,2,2,2,2,2,1,2,2,2
1001132.01.01,2,2,2,2,2,2,2,2,2,2,2
1001154.02.04,1,1,1,1,2,2,2,2,1,1,2
1001154.05.01,2,2,2,2,2,2,2,2,2,2,2
1001249.05.01,2,2,2,2,2,2,2,2,2,2,2
1001260.01.02,2,2,2,2,2,2,2,2,2,2,2
1001260.02.01,2,2,2,2,2,2,2,2,2,2,2
1001362.02.01,2,2,2,2,2,2,2,2,2,2,2
1001362.03.02,2,2,2,2,2,2,2,2,2,2,2
1001362.04.01,2,2,2,2,2,2,2,2,2,2,2
1001562.01.02,2,2,2,2,2,2,2,2,2,2,2
1001562.03.01,1,1,2,1,2,2,2,2,2,2,2
1001677.02.01,2,2,2,2,2,2,2,2,2,2,2
1001677.03.01,2,2,2,2,2,2,2,2,2,2,2
1001705.01.01,2,2,2,2,2,2,2,2,2,2,2
1001705.03.01,2,2,2,2,2,2,2,2,2,2,2
1001738.04.01,2,2,2,2,2,2,2,2,2,2,2
1001740.02.01,2,2,2,2,2,2,2,2,2,2,2
1001740.03.01,2,2,2,2,2,2,2,2,2,2,2
1001740.04.02,2,2,2,2,2,2,2,2,2,2,2
1001747.01.01,2,2,2,2,2,2,2,2,2,2,2
1001747.02.03,2,2,2,2,2,2,2,2,2,2,2
1001747.05.06,2,2,2,2,2,2,2,2,2,2,2
1001768.04.03,2,2,2,2,2,2,2,2,2,2,2
1001768.05.01,2,2,2,2,2,2,2,2,2,2,2
1001892.03.01,2,2,1,2,2,2,2,2,2,2,2
1001892.05.02,2,2,1,2,2,2,2,2,2,2,2
1002038.02.04,2,2,2,2,2,2,2,2,2,2,2
1002038.05.01,2,1,2,2,2,2,2,2,2,2,2
1002094.02.01,2,2,2,2,2,2,2,2,2,2,2
1002094.03.02,2,2,2,2,2,2,2,2,2,2,2
1002095.04.01,2,2,2,2,2,2,2,2,2,2,2
1002095.05.03,2,2,2,2,2,2,2,2,2,2,2
1002412.01.01,1,1,1,2,2,2,2,2,2,2,2
1002412.02.01,2,2,2,2,2,2,2,2,2,2,2
1002418.05.02,2,2,2,2,2,2,2,2,2,2,2
1002502.03.03,2,2,2,1,2,2,2,2,2,2,2
1002502.04.01,1,2,2,2,2,2,2,2,2,2,2
1002548.01.01,2,2,2,2,2,2,2,2,2,2,2
1002548.04.01,2,2,2,2,2,2,2,2,2,2,2
1002548.05.03,2,2,2,2,2,2,2,2,2,2,2
1002606.02.01,2,2,2,2,2,2,2,2,2,2,2
1002606.03.02,2,2,2,2,2,2,2,2,2,2,2
1002711.03.01,2,2,2,2,2,2,2,2,2,2,2
1002711.04.02,2,2,2,2,2,2,2,2,2,2,2
1002711.05.04,2,2,2,2,2,2,2,2,2,2,2
1002711.10.01,2,2,2,1,2,2,2,1,2,2,2
1002711.11.01,2,2,2,2,2,2,2,2,2,2,2
1002922.01.01,1,1,1,1,2,2,2,1,2,2,2
1002922.02.01,2,2,2,2,2,2,2,2,2,2,2
1002922.05.01,2,2,2,2,2,2,2,2,2,2,2
1002922.09.07,2,2,2,1,2,2,2,2,2,2,2
1002922.11.01,1,2,2,2,2,2,2,2,2,2,2
1002922.14.03,2,2,2,2,2,2,2,2,2,2,2
1002922.15.02,2,2,2,2,2,2,2,2,2,2,2
1002922.16.01,2,2,2,2,2,2,2,2,2,2,2
1002922.18.03,2,1,2,2,2,2,2,2,2,2,2
1003110.02.01,2,2,2,2,2,2,2,2,2,2,2
1003110.04.02,2,1,1,2,1,2,2,2,2,2,2
1003110.05.02,2,2,2,2,2,2,2,2,2,2,2
1003110.11.01,2,2,2,2,2,2,2,2,2,2,2
1003110.15.02,2,2,2,2,2,2,2,2,2,2,2
1003110.17.01,2,2,2,1,2,2,2,2,2,2,2
1003479.05.01,2,2,2,2,2,2,2,2,2,2,2
1003479.09.01,2,2,2,2,2,2,2,2,2,2,2
1003479.17.01,2,2,2,2,2,2,2,2,2,2,2
1060213.01.02,2,2,2,2,2,2,2,2,2,2,2
1060213.02.02,2,2,2,2,2,2,2,2,2,2,2
1060213.03.02,2,2,1,2,2,2,2,2,2,2,2
1060213.05.02,2,2,2,1,2,2,2,2,2,2,2
1060213.06.04,2,2,2,2,2,2,2,2,2,2,2
1060213.07.02,2,2,1,1,2,2,2,2,2,2,2
1060213.10.01,2,2,2,2,2,2,2,2,2,2,2
1060213.12.02,2,2,2,2,2,2,2,2,2,2,2
1060213.15.02,2,1,2,1,2,2,2,2,2,2,2
1060213.16.02,2,2,2,2,2,2,2,2,2,2,2
1060213.17.01,2,1,1,2,2,2,1,2,2,2,2
1060213.18.02,2,1,2,2,2,2,2,2,2,2,2
