FOLIO,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
27450,582,420,0004273,7,10,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27451,314,420,0004273,0,7,1,1,2,2,2,1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,1,1
27452,628,420,0004273,2,4,0,1,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,7,1,0,0,0
27453,1256,420,0004273,0,8,1,1,3,1,1,1,5,5,5,5,0,0,0,0,0,0,0,7,1,0,1,1
27454,582,420,0004273,6,6,1,0,2,2,3,3,3,3,1,3,0,0,0,0,0,0,0,7,1,0,0,0
27455,291,420,0004273,6,10,1,1,2,2,1,2,2,4,1,2,0,0,0,0,0,0,0,7,1,1,0,1
27456,628,420,0004273,10,10,1,1,4,2,3,1,1,5,2,3,0,0,0,0,0,1,0,7,0,0,0,0
27457,874,420,0004273,2,8,1,1,1,2,5,5,1,5,1,3,0,0,0,0,0,0,0,7,1,0,0,0
27458,582,420,0004273,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
27459,1256,420,0004273,8,10,1,0,2,1,1,2,3,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0
27460,1165,420,0004273,4,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27461,291,420,0004273,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
27462,1365,421,0004274,5,10,1,0,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0
27463,341,421,0004274,5,8,1,0,1,3,3,3,2,3,1,1,0,0,0,0,1,0,0,7,1,0,0,1
27464,341,421,0004274,8,9,1,1,2,3,1,1,1,5,3,4,0,0,0,0,0,0,0,7,1,0,0,0
27465,1024,421,0004274,5,5,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27466,341,421,0004274,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27467,682,421,0004274,6,10,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27468,368,421,0004274,6,6,1,1,4,4,3,5,5,5,5,4,0,0,0,0,1,0,0,7,1,0,0,0
27469,1103,421,0004274,7,10,1,1,3,3,1,1,1,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0
27470,1471,421,0004274,5,10,1,0,2,2,2,1,3,5,1,3,0,0,0,0,0,0,0,6,1,0,0,0
27471,1471,421,0004274,4,6,1,1,2,1,1,3,3,4,3,4,0,0,0,0,0,0,0,6,0,0,0,0
27472,368,421,0004274,5,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,1,1,0,1
27473,341,421,0004274,0,4,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27474,682,421,0004274,0,5,0,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0
27475,682,421,0004274,3,4,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27476,1024,421,0004274,5,8,1,1,1,1,1,1,1,4,4,1,0,0,0,0,0,0,0,6,1,0,0,0
27477,1839,421,0004274,0,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,7,1,0,0,0
27478,682,421,0004274,3,7,1,1,1,1,1,1,5,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27479,1499,415,0004275,5,7,1,1,1,1,2,3,3,5,3,2,0,0,0,0,0,0,0,4,0,0,0,0
27480,1043,415,0004275,1,4,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27481,1124,415,0004275,8,8,1,1,2,3,2,2,4,5,4,4,1,0,0,0,0,1,0,7,1,0,0,0
27482,1390,415,0004275,3,5,1,1,2,1,1,1,2,3,2,2,0,0,0,0,0,0,0,5,0,0,0,0
27483,689,415,0004276,9,10,1,0,2,2,3,2,2,4,2,4,0,0,0,0,0,0,0,7,1,0,0,0
27484,344,415,0004276,7,8,1,1,3,2,3,4,3,4,3,3,1,0,0,0,1,0,0,7,1,0,0,0
27485,784,415,0004277,9,10,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,0,1,0,0
27486,784,415,0004277,9,10,1,1,3,1,3,3,1,2,2,2,0,0,0,0,0,1,0,7,0,1,0,1
27487,1091,415,0004277,5,7,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0,6,1,0,0,0
27488,727,415,0004277,5,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27489,364,415,0004277,6,9,1,0,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,1,1
27490,1694,414,0004278,7,8,1,1,4,4,2,4,2,2,1,2,0,0,0,0,0,0,0,5,1,0,0,0
27491,786,414,0004278,7,8,1,1,1,1,1,1,1,2,2,3,0,0,0,0,0,1,0,3,0,0,0,0
27492,1179,414,0004278,6,10,1,1,1,4,2,1,2,3,1,2,0,0,0,0,0,0,0,5,1,0,0,0
27493,1270,414,0004278,10,10,1,1,1,1,1,3,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27494,786,414,0004278,7,9,1,0,1,1,2,2,3,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
27495,911,421,0004279,6,9,1,0,1,1,1,1,1,3,3,2,0,0,0,0,0,0,0,4,0,0,0,0
27496,304,421,0004279,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27497,1310,421,0004279,5,7,1,1,3,1,2,2,2,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27498,1310,421,0004279,9,10,1,1,4,5,4,4,4,4,1,2,1,0,1,0,1,0,0,7,1,1,0,1
27499,911,421,0004279,8,9,1,1,4,3,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27500,608,421,0004279,6,10,1,1,1,2,1,1,2,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
27501,327,421,0004279,7,5,1,1,5,2,3,1,4,5,1,2,0,0,0,0,0,0,0,7,1,0,1,1
27502,655,421,0004279,3,5,1,0,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27503,1310,421,0004279,8,9,1,0,1,1,4,2,3,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0
27504,608,421,0004279,6,10,1,1,4,1,1,1,1,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0
27505,982,421,0004279,8,10,1,1,3,4,1,1,4,5,4,3,0,0,0,0,0,0,0,7,0,0,0,0
27506,608,421,0004279,3,8,1,1,3,3,3,4,2,5,3,4,0,0,0,0,0,0,0,7,1,0,0,0
27507,1310,421,0004279,8,10,1,1,5,5,5,5,1,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27508,1965,421,0004279,5,8,1,0,2,2,2,3,3,5,5,2,0,0,0,0,0,0,0,7,0,0,0,0
27509,982,421,0004279,1,2,1,1,2,4,4,4,4,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27510,911,421,0004279,5,7,1,1,1,1,1,1,1,3,5,1,0,0,0,0,0,0,0,7,0,0,0,1
27511,911,421,0004279,5,10,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0
27512,608,421,0004279,8,10,1,0,2,1,1,2,2,4,3,1,0,0,0,0,0,0,0,7,0,0,0,0
27513,655,421,0004279,4,8,1,0,2,2,3,4,5,4,4,2,0,0,0,0,0,0,0,7,1,0,0,0
27514,655,421,0004279,5,8,1,1,2,1,2,2,2,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0
27515,676,416,0004280,10,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27516,418,416,0004280,6,6,1,1,1,1,1,1,4,4,2,2,0,0,0,0,0,0,0,4,0,1,0,0
27517,619,414,0004281,8,9,1,0,2,1,1,1,2,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27518,929,414,0004281,4,8,1,0,2,1,2,2,3,2,1,3,0,0,0,0,0,0,0,7,1,0,0,0
27519,619,414,0004281,5,7,1,0,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27519,619,414,0004281,7,7,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27519,619,414,0004281,0,5,0,0,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27520,574,414,0004281,5,9,1,0,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0
27521,1238,414,0004281,2,10,1,0,1,1,2,1,2,2,5,3,0,0,0,0,0,0,0,7,1,0,0,0
27522,1202,414,0004282,5,8,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27523,1502,414,0004282,6,8,1,0,2,1,5,5,1,5,2,3,0,0,0,0,0,0,0,7,1,0,1,0
27524,1202,414,0004282,5,5,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27525,648,414,0004282,7,8,1,1,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,1
27526,760,414,0004283,8,5,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27527,760,414,0004283,3,5,1,1,2,2,2,3,4,4,2,2,0,0,0,0,0,0,0,4,1,0,0,1
27528,1057,414,0004283,5,8,1,1,1,5,1,1,2,3,4,2,0,0,0,0,0,0,0,7,0,0,0,0
27529,795,414,0004284,0,4,1,0,2,3,3,1,2,2,1,2,0,0,0,0,0,0,0,7,0,0,0,0
27530,1590,414,0004284,3,4,0,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,7,0,0,0,0
27531,1285,414,0004284,5,8,1,1,3,4,5,2,3,2,3,3,1,0,1,0,0,0,0,5,1,0,0,0
27532,1322,414,0004285,1,5,1,0,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,1,0
27533,992,414,0004285,4,4,1,1,2,1,1,1,3,5,1,2,0,0,0,0,0,0,0,7,0,0,0,1
27534,1782,414,0004285,10,10,1,1,3,3,4,4,4,5,4,4,0,0,0,0,1,0,0,7,1,0,0,0
27535,661,414,0004285,5,7,1,0,1,1,1,1,1,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0
27536,387,414,0004286,4,7,1,1,4,4,2,1,2,4,1,2,0,0,0,0,0,0,0,7,1,0,1,0
27537,1936,414,0004286,5,8,1,0,2,3,3,1,3,4,4,3,0,0,0,0,0,0,0,1,0,0,1,0
27538,1253,414,0004286,4,4,1,0,2,1,1,3,2,4,2,4,1,0,0,0,1,0,0,7,0,1,1,1
27539,1549,414,0004286,7,9,1,0,1,1,1,1,2,3,3,1,0,0,0,0,0,0,0,7,0,0,1,1
27540,2144,414,0004287,0,10,1,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0
27541,858,414,0004287,0,0,0,1,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0
27542,429,414,0004287,5,7,1,1,1,1,1,1,3,5,3,3,0,0,0,0,0,0,0,7,1,0,0,0
27543,1715,414,0004287,6,7,1,1,2,1,1,1,1,3,1,1,0,0,0,1,0,0,0,5,0,0,1,0
27544,397,414,0004288,0,5,1,0,2,3,2,2,3,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
27545,855,414,0004288,2,5,1,0,2,2,1,1,5,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
27545,793,414,0004288,5,8,1,0,3,2,3,1,2,4,3,2,0,0,0,0,0,0,0,7,1,1,0,0
27545,855,414,0004288,5,7,1,1,1,1,2,1,2,3,2,2,0,0,0,0,0,0,0,7,0,0,0,0
27545,793,414,0004288,10,9,1,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27545,855,414,0004288,2,4,1,1,1,1,1,3,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27546,793,414,0004288,7,9,1,1,3,3,1,1,1,5,1,4,0,0,0,0,0,0,0,7,1,0,0,0
27547,384,414,0004289,5,7,1,1,2,2,2,2,3,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0
27548,828,414,0004289,5,8,1,1,3,3,2,4,5,5,3,3,0,0,0,0,1,0,0,7,1,0,0,0
27549,1656,414,0004289,7,9,1,1,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,4,0,0,0,0
27550,1242,414,0004289,9,9,1,0,4,1,1,1,5,5,4,3,0,0,0,0,0,0,0,7,1,1,0,0
27551,384,414,0004289,5,10,1,0,1,1,1,1,5,5,1,3,0,0,0,0,0,0,0,7,1,1,1,1
27552,617,414,0004290,4,6,1,0,2,2,1,1,1,4,2,3,0,0,0,0,0,0,0,7,1,0,0,0
27553,309,414,0004290,5,8,1,1,2,1,1,1,1,4,2,3,0,0,0,0,0,0,0,2,0,0,0,0
27554,926,414,0004290,5,9,1,1,4,1,1,1,1,5,2,4,0,0,0,0,0,0,0,7,1,0,0,0
27555,1330,414,0004290,8,10,1,0,2,1,2,2,2,3,2,2,0,0,0,0,0,0,0,7,1,0,0,1
27556,617,414,0004290,0,7,1,0,1,2,1,2,5,5,3,3,0,0,0,0,0,0,0,7,1,0,0,0
27557,1261,415,0004291,8,8,1,0,2,1,5,3,3,5,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27558,631,415,0004291,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27559,680,415,0004291,5,6,1,1,2,4,2,2,5,2,1,2,1,0,0,0,0,1,1,7,0,1,0,1
27560,946,415,0004291,2,9,1,1,1,4,1,1,1,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
27561,1449,415,0004292,7,10,1,1,1,1,3,1,5,2,1,5,0,0,0,0,0,0,0,3,0,0,0,0
27562,937,415,0004292,6,8,1,1,2,1,2,1,3,4,3,2,1,0,0,0,0,0,0,7,1,0,0,0
27563,937,415,0004292,5,8,1,1,2,3,2,3,3,4,3,3,0,0,0,0,0,0,0,7,1,0,0,0
27564,290,415,0004292,7,9,1,1,1,5,1,4,4,3,1,2,0,0,0,0,0,0,0,7,0,1,0,0
27565,422,416,0004293,10,10,1,1,4,4,3,1,2,3,1,3,1,0,0,0,0,0,0,7,1,0,0,0
27566,1173,416,0004293,5,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,3,1,0,0,0
27567,1955,416,0004293,5,9,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,5,0,0,0,1
27568,782,416,0004293,5,7,1,0,1,1,1,3,4,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0
27569,683,416,0004294,10,10,1,1,2,1,2,2,2,4,3,4,0,0,0,0,0,0,0,7,1,0,0,0
27570,1024,416,0004294,5,10,1,1,1,1,1,1,5,5,1,5,0,0,0,0,0,0,0,7,1,0,1,0
27571,1267,416,0004294,8,10,1,0,1,2,1,2,3,3,3,1,0,0,0,0,0,0,0,1,1,0,0,1
27572,1366,416,0004294,5,5,1,0,2,1,3,1,3,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27573,683,416,0004294,8,8,1,1,2,2,1,1,1,4,2,3,0,0,0,0,0,0,0,7,0,0,0,0
27574,802,414,0004295,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27575,744,414,0004295,7,8,1,1,2,1,1,1,2,5,2,3,0,0,0,0,0,0,0,7,1,0,0,0
27576,1488,414,0004295,1,2,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27577,802,414,0004295,6,6,1,1,3,3,1,1,4,3,4,1,0,0,0,0,0,0,0,7,0,0,0,1
27578,802,414,0004295,5,7,1,1,1,1,1,1,4,4,1,4,0,0,0,0,0,0,0,3,0,0,0,1
27579,598,414,0004296,2,4,1,1,1,1,1,2,3,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27580,299,414,0004296,5,5,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,4,0,0,0,0
27581,897,414,0004296,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
27582,598,414,0004296,8,10,1,1,1,5,1,1,1,4,5,1,0,0,0,0,0,0,0,7,0,0,0,0
27583,566,414,0004297,8,10,1,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0,5,1,1,0,0
27584,566,414,0004297,7,9,1,1,1,5,1,1,1,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0
27585,1133,414,0004297,0,0,1,1,3,4,1,2,4,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0
27586,566,414,0004297,6,6,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0
27587,611,414,0004297,8,8,1,1,2,2,1,1,2,5,5,5,0,0,0,1,0,0,0,7,1,0,0,1
27588,693,420,0004298,0,5,1,0,1,1,1,1,3,4,3,1,0,0,0,0,0,0,0,7,1,0,0,0
27589,643,420,0004298,5,8,1,0,1,1,1,1,1,3,2,3,0,0,0,0,0,0,0,7,1,0,0,0
27590,1039,420,0004298,5,9,1,1,3,1,1,1,4,5,5,3,0,0,0,0,0,0,0,7,1,0,0,1
27591,643,420,0004298,0,2,1,0,2,2,1,5,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27592,693,420,0004298,7,10,1,1,1,1,1,2,4,5,3,1,0,0,0,0,0,1,0,3,1,0,0,0
27593,643,420,0004298,3,8,1,1,2,3,1,3,2,4,2,3,0,0,0,0,0,0,0,7,1,0,0,1
27594,643,420,0004298,9,10,1,0,1,4,1,1,1,4,4,1,0,0,0,0,0,0,0,7,0,0,0,0
27595,643,420,0004298,6,9,1,1,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,7,0,0,0,0
27595,643,420,0004298,8,9,1,1,3,1,2,2,2,4,3,4,0,0,0,0,0,0,0,7,0,0,0,0
27596,346,420,0004298,7,8,1,1,2,2,2,4,4,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0
27597,643,420,0004298,2,4,0,1,1,1,2,2,2,3,1,3,1,0,0,0,0,0,0,7,1,0,0,1
27598,1386,420,0004298,9,9,1,1,3,2,4,5,2,5,5,5,0,0,0,0,0,0,0,7,1,1,1,1
27599,1386,420,0004298,5,10,1,1,2,1,4,5,3,4,5,5,0,0,0,0,0,0,0,7,0,0,0,0
27600,1039,420,0004298,5,7,1,1,3,1,3,1,3,5,1,2,0,0,0,0,0,0,0,7,0,1,0,0
27601,964,420,0004298,5,10,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0
27602,321,420,0004298,6,9,1,1,1,1,2,3,2,5,4,3,0,0,0,0,0,0,0,2,0,0,0,0
27603,321,420,0004298,6,9,1,1,1,3,2,2,4,5,5,4,0,0,0,0,0,0,0,7,1,0,1,1
27604,964,420,0004298,5,7,1,1,3,2,1,2,3,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0
27605,346,420,0004298,5,10,0,1,3,1,1,1,2,3,1,4,0,0,0,0,0,0,0,7,1,0,0,1
27606,776,414,0004299,3,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
27607,776,414,0004299,5,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0
27608,776,414,0004299,7,8,1,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27609,776,414,0004299,0,5,1,1,2,4,1,4,2,4,2,2,0,0,0,0,0,0,0,7,1,1,1,1
27610,1255,414,0004299,4,7,1,1,2,2,1,1,1,2,2,3,0,0,0,0,0,0,0,7,0,0,0,0
27611,960,414,0004300,7,8,1,1,1,1,1,1,5,5,2,2,0,0,0,0,0,1,0,7,0,0,0,1
27612,1035,414,0004300,5,8,1,0,2,1,1,1,3,5,4,3,0,0,0,0,0,0,0,7,0,0,0,0
27613,640,414,0004300,8,8,1,0,3,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27614,640,414,0004300,0,5,1,0,1,2,1,2,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27615,690,414,0004300,7,9,1,1,1,1,4,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27616,707,414,0004301,6,7,1,1,2,2,1,1,3,4,1,2,0,0,0,0,0,0,0,7,1,0,1,1
27617,984,414,0004301,2,5,1,0,2,1,1,1,1,5,2,3,0,0,0,0,0,0,0,7,0,0,0,0
27618,707,414,0004301,5,10,1,1,2,2,2,2,3,3,4,2,0,0,0,0,0,0,0,7,1,0,0,0
27619,656,414,0004301,5,6,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0
27620,1312,414,0004301,3,6,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,1,0
27621,306,414,0004302,10,10,1,1,1,1,1,3,4,4,1,4,0,0,0,0,0,0,0,7,1,0,1,0
27622,306,414,0004302,7,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27623,989,414,0004302,8,9,1,1,1,2,5,1,4,3,3,3,0,0,0,0,0,1,0,4,1,0,0,1
27624,660,414,0004302,0,5,1,1,3,3,4,5,5,5,1,5,0,0,0,0,0,0,0,6,1,1,0,1
27625,612,414,0004302,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27626,616,420,0004303,8,8,1,1,2,4,3,1,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27627,1430,420,0004303,5,8,1,1,2,1,2,2,3,3,1,2,0,0,0,0,0,0,0,7,1,1,0,0
27628,308,420,0004303,8,8,1,1,1,4,1,1,3,2,1,1,0,0,0,0,0,0,0,6,0,1,0,0
27629,308,420,0004303,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27630,1233,420,0004303,5,8,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,1,1,1,1
27631,925,420,0004303,5,8,1,1,1,1,1,4,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1
27632,858,420,0004303,5,10,1,1,2,4,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27633,1144,420,0004303,8,10,1,1,3,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27634,286,420,0004303,8,10,1,1,2,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27635,572,420,0004303,5,9,1,1,3,2,3,3,2,5,2,3,0,0,0,0,0,0,0,7,0,0,0,0
27636,1233,420,0004303,4,7,1,1,2,2,1,1,2,3,2,1,0,1,0,0,0,0,0,3,1,0,0,1
27637,1144,420,0004303,5,7,1,0,2,1,2,4,5,5,4,3,0,0,0,0,0,0,0,7,1,1,1,1
27638,925,420,0004303,5,8,1,1,2,2,1,1,1,3,3,3,0,0,0,0,0,0,0,7,1,1,0,0
27639,616,420,0004303,6,8,1,1,1,1,2,3,4,4,1,4,1,0,0,0,1,0,0,7,1,1,1,1
27640,616,420,0004303,5,10,1,1,3,1,1,1,3,4,4,3,0,0,0,0,0,0,0,1,1,0,0,1
27641,308,420,0004303,4,9,1,1,3,1,1,1,4,4,4,4,0,0,0,0,0,0,0,7,1,0,0,0
27642,1233,420,0004303,8,8,1,0,2,1,4,1,2,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
27643,616,420,0004303,8,10,1,0,2,1,1,2,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27644,768,414,0004304,4,8,1,1,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0
27645,828,414,0004304,7,10,1,1,3,1,1,2,1,3,3,2,0,0,0,0,0,0,0,4,0,0,0,0
27646,1242,414,0004304,5,5,1,1,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27647,414,414,0004304,5,8,1,1,2,3,1,3,3,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0
27648,1242,414,0004304,8,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27649,891,414,0004305,6,8,1,1,1,1,2,1,2,4,1,2,0,0,0,0,0,0,0,7,1,1,0,0
27650,594,414,0004305,4,10,1,1,5,5,1,1,1,3,5,1,0,0,0,0,0,0,0,7,1,0,0,0
27651,640,414,0004305,7,8,1,1,3,1,2,1,5,4,1,5,0,0,0,0,0,0,0,7,1,0,0,0
27652,1728,414,0004306,5,8,1,1,2,1,3,2,2,3,3,2,0,0,0,0,0,0,0,7,0,0,0,0
27653,1728,414,0004306,8,9,1,1,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27654,321,414,0004306,5,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
27655,346,414,0004306,6,7,1,1,3,1,1,1,3,3,1,1,0,0,0,0,0,0,0,6,1,0,0,0
27656,641,414,0004306,6,10,1,1,3,2,1,1,5,4,1,2,0,0,0,0,0,0,0,7,1,1,1,1
27657,828,414,0004307,3,5,1,0,1,1,1,4,4,2,1,1,0,0,0,0,1,0,0,7,1,0,0,0
27658,384,414,0004307,3,7,1,1,1,2,1,1,1,3,1,2,0,0,0,0,0,0,0,7,0,0,0,1
27659,1152,414,0004307,7,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27660,2070,414,0004307,4,5,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
27661,1152,414,0004307,7,8,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,7,1,0,0,0
27662,685,414,0004308,2,6,1,0,1,1,1,1,5,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0
27663,739,414,0004308,9,10,1,1,3,2,3,2,4,4,4,4,0,0,0,0,0,0,0,7,1,1,1,1
27664,343,414,0004308,4,5,1,1,1,1,2,2,1,4,2,2,0,0,0,0,0,0,0,5,1,1,0,1
27665,1028,414,0004308,0,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27666,343,414,0004308,5,4,0,0,1,1,2,1,2,3,1,2,0,0,0,0,0,0,0,7,1,1,1,1
27667,602,414,0004309,7,6,1,0,3,2,1,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27668,649,414,0004309,6,10,1,0,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,7,0,0,1,0
27669,649,414,0004309,7,8,1,1,2,2,4,4,5,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0
27670,602,414,0004309,4,5,1,0,1,1,2,1,1,3,2,4,0,0,0,0,0,0,0,7,1,0,0,0
27671,1141,414,0004310,2,6,1,1,1,1,3,1,2,3,2,2,0,0,0,0,0,0,0,2,1,1,1,0
27672,1521,414,0004310,8,7,1,1,3,2,3,2,3,4,4,3,0,1,0,0,0,0,0,7,1,0,0,1
27673,706,414,0004310,4,5,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
27674,1141,414,0004310,8,9,1,0,2,2,1,3,3,5,4,4,0,0,0,0,0,0,0,4,0,0,0,0
27675,706,414,0004310,3,8,1,1,2,1,1,1,2,4,5,1,0,0,0,0,0,0,0,6,1,0,0,0
