ID_PER,FAC_SEL,CVE_ENT,d_dona_sangre,d_dona_alimen,d_aux_desconocido,d_dona_org_social,p_sindicato,p_gpo_estud,p_part_pol,p_org_reli,p_org_depor,p_org_cultura,p_asoc_padres,p_voluntariado,p_org_dh,p_org_ambient,p_org_vecinal,p_org_exig_gob,es_vinculo,conoce_vinculo,p_volun,reun_relig,reun_fiestas,reun_prob_pub,reun_vigil,reun_exig_aut,reun_conviv,reun_otro
2061247.11.01,3627,20,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,2,2,3,2,
2061247.15.02,5440,20,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,2,2,2,2,3,
2061247.16.02,3627,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,2,4,
2061247.17.01,3627,20,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,3,4,2,2,2,2,
2061247.18.02,7253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,4,
2061247.19.02,3627,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,2,2,2,
2061267.02.01,4001,20,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,
2061267.03.02,4001,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,3,3,3,
2061267.04.01,1334,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,3,
2061267.05.02,4001,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,3,3,3,
2061267.10.02,2667,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,,
2061267.11.02,2667,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,,4,4,
2061267.16.03,8001,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,
2061267.18.01,1334,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,2,2,3,3,
2061267.19.01,2667,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,
2061267.20.01,5334,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,4,3,3,3,3,
2061267.21.01,2667,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,3,3,,3,3,
2061297.04.01,1191,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
2061297.08.01,1191,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,
2061297.09.03,4764,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,2,1,2,3,
2061297.12.02,3573,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,
2061297.17.01,3573,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,3,,3,4,
2061297.18.02,2382,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,3,3,3,
2061511.03.01,4574,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,4,2,3,
2061511.05.02,3049,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,
2061511.06.01,4574,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,
2061511.09.02,3049,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,4,3,3,
2061511.10.01,4574,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,3,2,3,3,2,
2061511.12.02,4574,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,4,3,
2061511.13.02,3049,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,
2061511.17.01,3049,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,3,2,3,4,
2061617.04.02,3825,20,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,3,3,3,
2061617.05.01,3825,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,2,3,
2061617.06.01,3825,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,2,2,3,3,
2061617.07.02,3825,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,3,3,
2061617.10.01,1913,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,4,2,3,
2061617.12.01,1913,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,3,4,
2061617.13.02,3825,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,,2,4,
2061617.19.03,7651,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,1,2,2,
2061739.03.03,4921,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,2,3,2,3,
2061739.04.02,2460,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,2,2,1,1,
2061739.07.02,2460,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2061739.08.01,1230,20,0,0,0,0,,,,,0,,,0,0,,,0,0,0,0,4,3,3,4,4,4,
2061739.11.01,2460,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,4,
2061739.12.05,6151,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,
2061739.14.02,4921,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,4,
2061739.15.01,2460,20,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,2,2,2,
2062136.01.02,2658,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,
2062136.02.01,2658,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,,
2062136.03.01,2658,20,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,2,2,3,4,
2062136.04.03,3987,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,3,3,3,
2062136.09.02,2658,20,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,,3,3,4,4,
2062136.11.03,5317,20,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,2,1,1,2,2,
2062136.18.03,5317,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
2062394.02.02,2664,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,3,4,4,
2062394.07.01,1332,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
2062394.10.01,1332,20,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,
2062394.11.01,1332,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,3,3,3,
2062394.13.02,3997,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,4,4,4,
2062394.14.01,5329,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,2,3,3,
2062394.17.02,2664,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,4,2,1,
2062394.18.01,1332,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,
2062398.01.04,6525,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,
2062398.07.01,3263,20,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,4,2,3,
2062398.09.03,4894,20,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,
2062398.10.02,3263,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,3,
2062398.12.04,6525,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,2,
2062398.15.01,8156,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,4,3,3,
2062398.16.03,6525,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,
2062398.19.02,3263,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,2,3,
2062584.01.01,1234,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,4,
2062584.02.03,3702,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,2,2,3,3,
2062584.03.02,2468,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,3,
2062584.04.01,1234,20,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,3,3,3,3,3,
2062584.05.01,1234,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,4,4,,
2062584.06.01,3702,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2,3,3,
2062584.08.02,2468,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,4,3,4,
2062584.09.01,1234,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,
2062584.20.01,2468,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2062794.01.01,6683,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,2,3,3,4,
2062794.03.01,4010,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,
2062794.04.01,2673,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,4,4,4,4,4,
2062794.05.01,2673,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,
2062794.08.02,2673,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,4,
2062794.09.01,5346,20,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,3,3,3,3,3,,
2062794.12.01,1337,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,
2062794.13.03,4010,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,
2062794.15.01,1337,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,
2062794.17.02,2673,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,4,3,4,4,4,
2062843.02.03,6122,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,
2062843.03.01,3061,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,3,2,3,
2062843.04.01,3061,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,3,2,
2062843.06.01,3061,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,2,2,
2062843.08.01,1530,20,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,3,3,4,
2062843.09.01,3061,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,3,4,3,4,
2062843.11.01,4591,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,3,
2062843.12.02,3061,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
2062843.19.03,4591,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,
2062843.20.02,4591,20,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,4,3,4,
2100167.02.04,8034,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
2100232.01.02,5234,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,
2100232.05.01,5234,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
2100723.03.03,9006,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,
2100937.02.03,16616,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,,
2100937.05.04,16616,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,,4,4,
2100947.02.02,3104,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,
2100947.03.02,3104,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
2100947.04.01,1552,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,
2100947.05.01,4656,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
2101279.02.03,17867,21,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,4,4,2,3,4,2,
2101386.03.03,12190,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,3,3,4,4,
2101482.02.01,10781,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,
2101513.03.02,8694,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2101900.02.04,10573,21,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,,2,4,4,
2101967.05.02,5565,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,3,4,4,
2102193.05.02,9444,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,3,3,
2102228.02.02,4483,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,
2102228.05.01,4483,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2102292.03.01,3387,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2102292.04.01,1693,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,4,4,
2102338.02.03,5701,21,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,4,4,4,
2102338.03.01,1900,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2102338.05.01,1900,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,4,4,
2102342.01.01,2083,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,,2
2102342.04.01,6249,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2102446.02.02,8174,21,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4,4,3,3,3,3,
2102446.04.02,4087,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3,4,
2102625.04.01,15025,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,4,4,
2102675.02.01,4864,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,3,3,
2102675.04.02,9728,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,2,2,3,4,
2102859.02.01,9185,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,
2102859.04.02,9185,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,1,2,1,4,
2102859.05.01,6123,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,4,
2102942.02.02,4855,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,
2102973.03.02,5033,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,3,3,3,
2102973.04.03,7550,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,
2102977.04.04,10071,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,4,4,4,,
2102977.05.01,4028,21,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,3,3,,,,
2102992.02.02,9666,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,3,3,3,
2103323.02.01,13216,21,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,4,4,2,2,3,3,
2103381.03.01,1676,21,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,2,2,2,2,1,2,
2103483.01.01,2136,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,
2103483.02.04,10682,21,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,4,3,3,1,3,
2103573.02.03,10479,21,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,4,1,2,1,3,3,2
2103573.04.01,5240,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2103696.01.02,3521,21,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,
2103786.01.01,8289,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,,
2103786.03.01,2072,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,,
2103786.05.01,2072,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,
2103853.01.01,1825,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,,
2103853.03.02,3649,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,
2103853.05.01,3649,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,,
2103898.04.02,6356,21,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,4,4,2,1,,,
2103898.05.05,12713,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,4,
2103962.01.02,4829,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
2103962.02.06,14488,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2103962.03.01,2415,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2103962.05.05,14488,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2104259.01.01,2042,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,4,4,4,4,4,
2104343.02.04,10641,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2104343.03.01,5320,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,
2104343.05.02,10641,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,3,4,4,4,
2104524.05.02,6688,21,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,4,2,2,3,4,
2104638.02.02,4916,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,3,
2104638.05.01,14747,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2104730.01.03,19446,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,1,1,2,3,
2104887.04.04,17023,21,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,4,4,3,3,2,4,
2104894.03.01,3824,21,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,4,4,4,,,
2105035.03.01,2326,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
2105035.09.01,2326,21,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,,,,,,
2105035.15.03,6979,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,
2105035.19.03,9305,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2105102.09.03,7781,21,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,2,4,2,1,3,3,
2105102.10.01,5188,21,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,3,4,2,2,2,2,
2105102.13.02,12969,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,
2105102.17.02,10375,21,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,4,1,1,3,4,
2105102.20.01,5188,21,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,4,4,2,2,4,4,
2105139.01.02,8518,21,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,3,3,3,3,3,3,
2105139.04.01,5678,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,2,3,4,
2105139.10.01,8518,21,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,
2105139.13.02,8518,21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,4,4,1,,
2105139.14.01,2839,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,2,4,
2105139.15.02,5678,21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,
2105139.16.02,14196,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,4,
2105265.15.01,4983,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,3,3,,
2105265.16.02,4983,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,
2105265.18.01,4983,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2105463.01.01,1699,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2105463.02.01,3398,21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,3,3,4,4,
2105567.01.01,2052,21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,3,3,4,
2105567.05.02,4104,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,3,3,4,
2105567.06.01,2052,21,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,1,3,3,
2105567.07.03,8209,21,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
2105567.08.01,6157,21,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,4,4,4,4,4,4,
2105567.10.01,4104,21,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,4,4,4,4,4,4,
2105567.14.02,6157,21,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,
2105567.15.02,4104,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,
2105704.01.01,3867,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,1,3,2,
2105704.04.02,3867,21,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,,,,,,,
2105704.05.02,9668,21,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,4,4,
2105845.04.02,8839,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
2106416.01.01,11469,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
2106416.03.01,2294,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,3,4,
2106416.05.01,4588,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,2,3,
2107043.01.01,4108,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,,,,
2107043.04.01,6162,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,,
2107043.08.01,4108,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,4,2,3,
2107043.09.03,6162,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,4,2,2,2,2,4,
2107043.11.06,12325,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,,,
2107043.13.01,2054,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,4,4,
2107043.16.01,6162,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,3,
2107043.17.01,2054,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,
2107110.02.01,3776,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,
2107110.04.01,3776,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,,
2107110.05.01,1888,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,3,3,4,4,
2107110.06.01,3776,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,3,4,
2107110.07.01,3776,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,
