FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
00224,01,1515,001,0000058,6,9,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00225,01,1043,001,0000058,6,8,1,1,2,3,1,3,3,4,4,2,0,0,0,0,0,0,0,7,1,0,0,0
00226,01,1515,001,0000058,6,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00227,01,1010,001,0000058,0,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00228,01,505,001,0000058,0,10,1,1,2,5,1,1,1,1,2,1,0,0,0,0,0,0,0,6,1,0,0,0
00229,01,679,001,0000059,6,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00230,01,1358,001,0000059,5,5,1,0,2,2,1,1,1,5,3,2,0,0,0,0,0,0,0,7,0,0,0,0
00231,01,1052,001,0000059,7,10,1,0,3,1,1,5,1,4,1,1,0,0,0,0,1,0,0,4,0,0,0,0
00232,01,340,001,0000059,7,9,1,1,1,1,1,1,2,4,1,1,0,0,1,0,0,0,0,7,1,1,0,0
00233,01,1019,001,0000059,2,10,1,1,4,1,1,1,1,1,1,5,0,0,0,0,0,0,0,7,1,1,0,0
00233,01,1403,001,0000059,5,7,1,1,2,1,3,4,2,4,2,1,0,0,0,0,0,0,0,7,1,1,0,0
00234,01,353,003,0000060,5,7,1,1,1,1,1,1,1,5,1,5,0,0,0,0,0,0,0,2,0,0,0,0
00235,01,353,003,0000060,8,9,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00236,01,706,003,0000060,2,9,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00237,01,353,003,0000060,0,8,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,1,1
00238,01,1093,003,0000060,8,10,1,1,3,1,5,1,2,5,2,2,0,0,0,0,0,0,0,7,0,0,0,1
00239,01,664,002,0000061,9,10,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00240,01,686,002,0000061,5,7,1,0,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0
00241,01,664,002,0000061,0,2,1,1,3,3,3,1,3,4,5,1,0,0,0,0,0,0,0,7,0,0,0,0
00242,01,686,002,0000061,8,9,1,1,1,1,2,2,3,3,2,3,0,0,0,0,1,0,0,2,1,1,0,0
00243,01,1029,002,0000061,10,10,1,1,3,1,1,3,3,5,1,3,0,0,0,0,0,0,0,5,0,0,0,0
00244,01,1001,002,0000062,5,8,1,0,2,3,1,1,4,5,1,1,0,0,0,0,0,0,0,5,1,0,0,0
00245,01,1938,002,0000062,4,9,1,1,1,1,1,2,3,3,4,2,0,0,0,0,0,0,0,7,0,0,0,0
00246,01,323,002,0000062,10,8,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00247,01,667,002,0000062,8,8,1,1,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00248,01,1154,002,0000063,10,10,0,0,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00249,01,1117,002,0000063,5,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00250,01,2607,002,0000063,8,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00251,01,769,002,0000063,7,9,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0
00252,01,684,002,0000064,8,10,1,1,1,1,1,2,2,5,2,2,0,0,0,0,0,0,0,6,1,0,0,0
00253,01,1324,002,0000064,6,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0
00254,01,662,002,0000064,3,3,1,1,1,1,1,2,3,4,1,3,0,0,0,0,0,0,0,7,0,1,1,0
00255,01,1026,002,0000064,8,9,1,1,2,2,2,2,1,4,2,2,0,0,0,0,0,0,0,7,1,0,1,0
00256,01,721,002,0000065,7,9,1,1,2,1,1,1,2,5,2,1,0,0,0,0,0,0,0,7,1,1,0,0
00257,01,721,002,0000065,5,7,1,1,3,5,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,1,0,0
00258,01,1117,002,0000065,7,7,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0
00259,01,1442,002,0000065,4,4,1,1,2,1,2,2,2,5,1,2,0,0,0,0,0,0,0,7,1,0,0,0
00260,01,721,002,0000065,4,4,1,0,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,1,1
00261,01,726,002,0000066,10,10,1,0,1,1,1,2,1,3,1,4,0,0,0,0,0,0,0,7,1,0,0,1
00262,01,1089,002,0000066,7,7,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00263,01,375,002,0000066,9,10,1,1,1,1,1,1,2,4,1,1,0,0,0,0,0,1,0,5,0,0,0,0
00264,01,375,002,0000066,8,10,1,1,1,1,4,4,4,5,1,1,0,0,0,0,0,1,0,4,0,0,0,0
00265,01,750,002,0000066,8,9,1,1,2,1,3,5,4,4,3,2,0,0,0,0,0,1,0,6,1,0,0,0
00266,01,1418,002,0000067,1,4,1,1,1,1,2,4,1,3,4,4,0,0,0,0,0,0,0,7,1,0,0,0
00267,01,709,002,0000067,6,8,1,1,1,1,2,2,2,4,3,4,0,0,0,0,0,0,0,7,1,0,0,0
00268,01,1030,002,0000067,6,7,1,1,2,3,3,1,2,3,1,3,0,0,0,0,0,0,0,7,1,1,0,0
00269,01,1064,002,0000067,8,10,1,1,3,3,2,4,4,4,1,2,0,0,0,0,1,1,0,7,1,1,0,1
00270,01,1539,002,0000068,5,7,1,0,1,1,3,1,2,5,3,4,0,0,0,0,0,0,0,1,0,0,0,0
00271,01,1154,002,0000068,6,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00272,01,1539,002,0000068,4,9,1,1,2,1,2,1,1,2,2,2,0,0,0,0,0,0,0,7,1,1,1,1
00273,01,745,002,0000068,6,10,1,0,1,4,1,1,3,4,1,2,0,0,0,0,0,0,0,6,1,0,0,0
00274,01,372,002,0000068,7,7,1,1,2,3,1,1,2,4,1,2,0,0,0,0,0,0,0,3,0,0,0,0
00275,01,828,001,0000069,4,7,1,1,1,1,1,1,3,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0
00276,01,828,001,0000069,3,5,1,0,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00277,01,1181,002,0000070,1,10,1,1,1,5,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00278,01,787,002,0000070,9,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00279,01,394,002,0000070,8,9,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00280,01,2362,002,0000070,6,9,1,1,1,1,3,1,4,5,1,2,0,0,0,0,0,0,0,7,1,0,0,0
00281,01,407,002,0000070,8,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
00282,01,1214,001,0000071,7,7,1,1,2,1,1,2,1,3,1,3,0,0,0,0,0,0,0,7,1,0,0,0
00283,01,940,001,0000071,5,5,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0
00284,01,303,001,0000071,7,10,1,1,3,1,2,1,5,5,3,4,0,0,0,0,0,0,0,7,1,1,0,0
00285,01,940,001,0000071,3,8,1,0,2,1,1,4,3,3,2,1,0,0,0,0,1,0,0,7,0,0,0,0
00286,01,940,001,0000071,9,10,1,1,1,2,1,1,1,4,5,2,0,0,0,0,0,0,0,3,0,0,0,0
00287,01,871,003,0000072,7,7,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,1,0,0,1
00288,01,871,003,0000072,8,9,1,1,1,1,3,1,2,4,2,2,0,0,0,0,0,1,0,7,1,0,0,0
00289,01,1742,003,0000072,8,4,1,0,1,1,1,1,3,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0
00290,01,1687,003,0000072,4,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0
00291,01,921,003,0000073,10,9,1,0,4,4,4,4,4,1,5,1,0,0,0,0,0,0,0,4,0,0,0,0
00292,01,1382,003,0000073,7,9,1,0,1,1,1,3,4,4,1,1,0,0,0,0,0,0,0,6,1,1,0,1
00293,01,843,003,0000074,6,9,1,1,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00294,01,871,003,0000074,6,7,1,1,1,1,1,1,3,3,3,2,0,0,0,0,0,0,0,5,1,0,0,0
00295,01,436,003,0000074,8,8,1,1,1,1,3,3,4,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0
00296,01,436,003,0000074,7,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00297,01,352,003,0000075,7,9,1,0,1,2,1,1,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,0
00298,01,364,003,0000075,3,9,0,1,1,1,1,1,2,1,1,4,0,0,0,0,0,1,0,6,1,0,0,0
00299,01,704,003,0000075,7,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00300,01,704,003,0000075,5,7,1,1,2,2,1,4,2,3,3,3,0,0,0,0,0,0,0,4,0,1,0,0
00301,01,1408,003,0000075,6,10,1,1,1,2,4,5,2,5,2,4,0,0,0,0,0,0,0,7,1,0,0,1
00302,01,343,002,0000076,8,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00303,01,1064,002,0000076,5,7,1,1,2,1,1,2,2,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0
00304,01,709,002,0000076,5,10,1,1,2,1,2,3,2,4,4,3,0,0,0,0,0,0,0,7,0,0,0,0
00305,01,1773,002,0000076,5,8,1,1,4,1,1,1,2,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00306,01,1717,002,0000076,8,10,1,1,1,1,5,4,3,5,3,1,0,0,0,0,0,0,0,3,0,0,0,0
00307,01,822,002,0000077,2,2,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1
00308,01,1593,002,0000077,7,8,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,7,1,0,0,0
00309,01,1195,002,0000077,0,3,1,0,2,1,1,1,1,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0
00310,01,1234,002,0000077,7,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,1,0,0,0
00311,01,822,002,0000077,9,10,1,1,1,1,2,1,3,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0
00312,01,768,003,0000078,9,9,1,1,2,2,4,5,5,5,5,5,0,0,0,0,1,0,0,4,1,1,0,1
00313,01,744,003,0000078,8,9,1,0,1,2,3,1,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0
00314,01,1487,003,0000078,5,8,1,1,2,2,4,1,1,4,3,3,0,0,0,0,0,0,0,5,0,0,0,0
00315,01,1146,002,0000079,10,10,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00316,01,1578,002,0000079,5,6,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,1,1,0,0
00317,01,789,002,0000079,9,10,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0
00318,01,1146,002,0000079,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00319,01,764,002,0000079,0,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00320,01,345,002,0000080,5,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00321,01,690,002,0000080,0,0,0,0,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,7,1,0,0,0
00322,01,690,002,0000080,5,5,0,1,2,3,2,1,2,2,2,2,0,0,0,0,0,1,0,7,1,0,0,0
00323,01,1317,002,0000081,7,9,1,1,1,1,1,3,1,3,3,3,0,0,0,0,0,0,0,5,1,1,0,0
00324,01,2040,002,0000081,6,8,1,1,2,1,3,4,3,2,2,3,0,0,0,0,1,0,0,7,1,0,0,0
00325,01,659,002,0000081,7,8,1,1,1,1,1,1,5,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
00326,01,988,002,0000081,3,3,1,1,1,1,3,3,3,4,2,3,0,0,0,0,0,0,0,7,1,0,0,0
00327,01,790,002,0000082,6,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00328,01,1531,002,0000082,9,10,1,1,1,1,5,3,5,5,2,5,0,0,0,0,0,0,0,7,1,0,0,0
00329,01,1976,002,0000082,8,8,1,1,1,1,2,1,4,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0
00330,01,1186,002,0000082,0,0,0,0,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0
00331,01,797,002,0000083,6,6,1,0,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0
00332,01,772,002,0000083,9,9,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00333,01,1930,002,0000083,10,10,1,1,1,1,3,2,2,4,4,4,0,0,0,0,0,0,0,7,1,1,0,1
00334,01,386,002,0000083,5,5,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,6,0,0,0,0
00335,01,1122,002,0000084,5,8,0,1,1,3,1,1,3,4,1,2,0,0,0,0,1,1,0,7,1,1,0,0
00336,01,1497,002,0000084,9,10,1,1,1,1,3,3,4,4,2,2,0,0,0,0,0,0,0,1,1,1,0,0
00337,01,1871,002,0000084,7,10,1,1,1,1,2,3,4,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0
00338,01,362,002,0000084,0,0,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00339,01,1087,002,0000084,6,8,1,1,1,1,3,1,3,3,3,3,0,0,0,0,0,0,0,7,1,0,0,0
00340,01,1488,002,0000085,9,10,1,1,2,4,1,2,2,3,1,5,0,0,0,0,0,0,0,7,1,0,0,1
00341,01,360,002,0000085,5,8,1,1,4,1,1,1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00342,01,1116,002,0000085,7,8,1,1,1,1,4,1,2,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00343,01,744,002,0000085,8,10,1,1,5,5,1,1,3,5,1,5,0,0,1,0,0,0,0,7,1,1,0,1
00344,01,744,002,0000085,5,8,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0
00344,01,744,002,0000085,0,2,1,1,2,1,1,3,1,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0
00345,01,895,002,0000086,0,8,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00346,01,1342,002,0000086,4,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00347,01,1342,002,0000086,5,8,1,1,1,1,2,1,1,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0
00348,01,1387,002,0000086,6,9,1,1,2,2,2,4,2,3,1,2,0,0,0,0,1,0,0,1,1,0,0,0
00349,01,1453,002,0000087,4,8,1,1,5,1,3,1,5,5,1,4,0,0,0,0,1,0,0,7,1,1,0,0
00350,01,727,002,0000087,8,9,1,1,2,1,3,2,2,5,4,3,0,0,0,0,0,0,0,7,0,0,0,0
00351,01,727,002,0000087,9,10,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00352,01,1090,002,0000087,4,6,1,1,2,1,1,1,5,4,1,1,0,0,1,0,0,0,0,7,1,0,1,1
00353,01,361,002,0000088,7,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00354,01,699,002,0000088,5,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00355,01,1048,002,0000088,5,8,1,1,1,1,3,4,4,3,1,2,0,0,0,0,0,0,0,2,1,1,1,0
00356,01,1805,002,0000088,8,10,1,1,1,1,5,4,1,5,1,4,0,0,0,0,1,0,0,7,1,0,0,0
00357,01,718,001,0000089,9,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00358,01,1795,001,0000089,4,8,0,1,2,4,1,1,4,2,1,4,0,0,0,0,0,1,0,7,1,1,0,0
00359,01,718,001,0000089,3,5,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00360,01,864,002,0000090,9,9,1,1,1,1,2,2,3,3,3,3,1,0,0,0,0,1,0,6,0,0,0,0
00361,01,864,002,0000090,8,9,1,1,1,1,3,3,3,5,2,3,0,0,0,0,0,0,0,1,1,0,0,1
00362,01,432,002,0000090,6,7,0,1,1,1,1,1,3,3,1,3,0,0,0,0,0,0,0,2,0,1,0,0
00363,01,1728,002,0000090,0,5,1,1,1,1,2,3,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00364,01,401,002,0000091,6,6,1,0,2,1,1,2,1,4,1,1,0,0,0,0,0,0,0,7,0,1,0,0
00365,01,1655,002,0000091,7,7,0,0,2,1,1,1,3,2,2,2,0,0,0,0,0,0,0,3,0,0,1,0
00366,01,2068,002,0000091,5,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,6,0,1,0,0
00367,01,1202,002,0000091,5,8,1,1,1,1,1,1,1,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0
00368,01,828,002,0000092,5,7,1,1,2,1,2,2,3,4,4,4,0,0,0,0,0,0,0,2,0,0,0,0
00369,01,1241,002,0000092,8,9,1,1,1,1,4,1,1,1,1,4,0,0,0,0,0,0,0,7,0,0,0,0
00370,01,801,002,0000093,4,7,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00371,01,827,002,0000093,8,9,1,1,1,1,1,1,2,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0
00372,01,827,002,0000093,8,10,1,1,1,1,2,3,1,3,2,4,0,0,0,0,0,0,0,3,1,0,0,0
00373,01,827,002,0000093,7,8,1,0,3,1,1,3,4,4,2,1,0,0,0,0,1,0,0,4,1,0,0,0
00374,01,368,002,0000094,5,10,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00375,01,713,002,0000094,8,10,1,1,1,1,3,3,4,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
00376,01,1841,002,0000094,1,5,1,1,2,1,2,1,3,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00377,01,356,002,0000094,7,7,0,0,1,1,1,1,3,4,1,2,0,0,0,0,0,0,0,7,1,1,0,0
00378,01,713,002,0000094,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00379,01,694,001,0000095,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00380,01,1041,001,0000095,8,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00381,01,1434,001,0000095,7,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,1,0
00382,01,347,001,0000095,3,3,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00383,01,1041,001,0000095,9,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00384,01,793,003,0000096,5,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
00385,01,768,003,0000096,5,10,1,1,1,1,2,1,3,5,1,1,1,0,0,0,0,0,0,7,1,1,0,0
00386,01,768,003,0000096,7,8,0,0,2,1,2,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00387,01,768,003,0000096,7,9,1,0,1,4,1,1,1,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0
00388,01,404,003,0000097,8,9,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00389,01,1250,003,0000097,7,8,1,1,3,3,1,3,3,3,3,4,0,0,0,0,0,0,0,7,1,1,0,0
00390,01,807,003,0000097,8,9,1,1,1,1,4,1,5,2,1,5,0,0,0,0,0,0,0,5,1,1,0,0
00391,01,1250,003,0000097,7,8,1,1,1,2,2,3,2,3,2,2,0,0,0,0,1,0,0,6,0,0,0,0
00392,01,1250,003,0000097,0,0,1,0,1,1,1,1,3,3,3,1,0,0,0,0,0,0,0,4,1,1,1,0
00393,01,709,001,0000098,6,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00394,01,1029,001,0000098,0,7,1,1,3,1,3,2,4,4,4,3,0,0,0,0,0,0,0,6,0,0,0,0
00395,01,686,001,0000098,5,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00396,01,709,001,0000098,3,4,0,1,2,4,3,2,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00397,01,757,001,0000099,0,5,1,0,1,1,1,1,1,4,5,2,0,0,0,0,0,0,0,7,1,0,0,1
00398,01,757,001,0000099,2,7,1,1,3,2,1,1,5,5,4,5,0,0,0,0,0,0,0,4,0,0,0,0
00399,01,1514,001,0000099,5,5,1,1,4,2,1,1,2,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0
00400,01,1564,001,0000099,10,10,1,1,4,1,3,5,2,5,4,3,0,0,0,0,0,0,0,4,1,0,0,0
00401,01,793,002,0000100,7,9,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00402,01,1637,002,0000100,7,9,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00403,01,793,002,0000100,2,3,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00404,01,723,002,0000101,1,1,0,0,1,1,1,1,1,1,1,3,0,0,0,0,1,0,0,7,1,0,0,0
00405,01,1446,002,0000101,9,10,1,1,3,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00406,01,1084,002,0000101,3,4,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00407,01,1400,002,0000101,0,5,1,1,2,1,2,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00408,01,1505,003,0000102,8,8,1,1,5,5,4,4,4,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0
00409,01,752,003,0000102,8,9,1,1,2,1,2,1,2,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0
00410,01,752,003,0000102,0,6,1,1,1,1,1,1,2,2,2,2,0,1,0,0,0,0,0,7,1,1,0,0
00411,01,728,003,0000102,7,9,1,1,1,1,4,1,1,4,3,1,0,0,0,0,0,0,0,7,0,0,0,0
00412,01,1435,002,0000103,10,10,1,1,1,4,1,1,1,5,1,1,0,0,0,0,0,0,0,5,1,0,0,0
00413,01,359,002,0000103,7,9,0,1,2,2,2,2,2,2,1,4,0,0,0,0,0,0,0,5,1,0,0,1
00414,01,1482,002,0000103,8,9,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,7,1,1,1,1
00415,01,359,002,0000103,8,10,1,1,2,2,1,1,2,4,1,2,1,0,0,0,0,0,0,4,0,0,0,0
00416,01,746,003,0000104,6,8,1,1,1,2,3,2,3,4,4,3,0,0,0,0,0,1,0,7,0,0,0,0
00417,01,746,003,0000104,9,10,1,1,2,5,1,1,3,5,1,1,0,0,0,0,0,1,0,1,1,1,0,0
00418,01,1865,003,0000104,6,8,1,1,1,1,2,2,3,4,2,4,0,0,0,0,0,0,0,6,1,0,0,1
00419,01,373,003,0000104,0,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,1
00420,01,1156,003,0000104,8,9,1,1,2,3,5,5,3,4,2,3,0,0,0,0,1,0,0,7,0,0,0,1
00421,01,1153,001,0000105,10,10,1,1,3,5,1,1,1,1,1,4,0,0,0,0,0,0,0,5,0,0,0,0
00422,01,1116,001,0000105,4,10,1,1,1,1,2,1,1,3,1,4,0,0,0,0,0,0,0,4,0,0,0,0
00423,01,384,001,0000105,5,8,1,1,1,5,1,5,5,5,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00424,01,1153,001,0000105,7,10,1,1,2,1,1,1,3,4,4,2,0,0,0,0,0,0,0,7,1,0,0,0
00425,01,1116,001,0000105,5,9,1,1,1,1,3,2,1,4,2,2,0,0,0,0,0,0,0,4,1,0,0,1
00426,01,797,001,0000106,7,9,1,1,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,7,0,0,0,0
00427,01,797,001,0000106,8,9,1,0,1,2,2,1,2,5,2,3,0,0,0,0,0,0,0,7,1,0,0,0
00428,01,823,001,0000106,0,0,1,1,1,1,2,2,1,2,1,1,0,0,0,0,1,0,0,2,1,1,0,1
00429,01,1195,001,0000106,5,5,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,0,0,0
00430,01,823,001,0000106,4,7,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00431,01,374,002,0000107,0,10,0,1,5,5,1,4,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00432,01,1121,002,0000107,2,2,1,1,3,1,1,4,3,5,1,2,0,0,0,0,0,0,0,3,0,0,0,0
00433,01,1447,002,0000107,3,5,1,0,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00434,01,362,002,0000107,2,3,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00435,01,876,001,0000108,0,10,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,4,0,0,0,0
00436,01,1357,001,0000108,4,10,1,0,1,1,1,2,5,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00437,01,876,001,0000108,6,8,1,1,3,4,2,2,3,3,3,4,0,0,0,0,0,0,0,3,1,0,0,0
00438,01,876,001,0000108,5,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,3,1,0,1,1
00439,01,438,001,0000108,7,8,1,0,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0
00440,01,1775,003,0000109,8,9,1,1,2,1,2,1,2,4,1,1,0,0,0,0,0,0,0,7,1,1,1,1
00441,01,859,003,0000109,0,6,1,0,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,1,1,1
00442,01,430,003,0000109,7,9,1,1,1,3,1,4,2,4,1,2,0,0,0,0,0,0,0,7,1,1,1,0
00443,01,887,003,0000109,8,8,1,1,2,4,4,4,3,4,3,3,0,0,0,0,1,0,0,7,1,0,0,0
00444,01,908,001,0000110,3,5,1,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0
00445,01,454,001,0000110,10,10,1,1,2,1,1,1,1,5,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00446,01,1362,001,0000110,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
